participant	content	token	lemma	tagged_token	tagged_lemma	file
MOT	'cause he has it but he's not friendly   okay go   he has it though right  	['because', 'he', 'has', 'it', 'but', 'he', 'is', 'not', 'friendly', 'okay', 'go', 'he', 'has', 'it', 'though', 'right']	['because', 'he', 'have', 'it', 'but', 'he', 'be', 'not', 'friendly', 'okay', 'go', 'he', 'have', 'it', 'though', 'right']	[('because', 'IN'), ('he', 'PRP'), ('has', 'VBZ'), ('it', 'PRP'), ('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('friendly', 'JJ'), ('okay', 'RB'), ('go', 'VBP'), ('he', 'PRP'), ('has', 'VBZ'), ('it', 'PRP'), ('though', 'IN'), ('right', 'JJ')]	[('because', 'IN'), ('he', 'PRP'), ('have', 'VBP'), ('it', 'PRP'), ('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('friendly', 'JJ'), ('okay', 'RB'), ('go', 'VBP'), ('he', 'PRP'), ('have', 'VB'), ('it', 'PRP'), ('though', 'IN'), ('right', 'JJ')]	Dyad3-time1-condTD.txt
CHI	no he doesn't 'cause he's weak  	['no', 'he', 'does', 'not', 'because', 'he', 'is', 'weak']	['no', 'he', 'do', 'not', 'because', 'he', 'be', 'weak']	[('no', 'DT'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('because', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('weak', 'JJ')]	[('no', 'DT'), ('he', 'PRP'), ('do', 'VB'), ('not', 'RB'), ('because', 'IN'), ('he', 'PRP'), ('be', 'VB'), ('weak', 'JJ')]	Dyad3-time1-condTD.txt
MOT	 weak okay  	['weak', 'okay']	['weak', 'okay']	[('weak', 'JJ'), ('okay', 'NN')]	[('weak', 'JJ'), ('okay', 'NN')]	Dyad3-time1-condTD.txt
CHI	so i think he's nice so we should wave   whoa look at us go   run away   we're so good at this   'cause he has one but he's evil  	['so', 'i', 'think', 'he', 'is', 'nice', 'so', 'we', 'should', 'wave', 'whoa', 'look', 'at', 'us', 'go', 'run', 'away', 'we', 'are', 'so', 'good', 'at', 'this', 'because', 'he', 'has', 'one', 'but', 'he', 'is', 'evil']	['so', 'i', 'think', 'he', 'be', 'nice', 'so', 'we', 'should', 'wave', 'whoa', 'look', 'at', 'u', 'go', 'run', 'away', 'we', 'be', 'so', 'good', 'at', 'this', 'because', 'he', 'have', 'one', 'but', 'he', 'be', 'evil']	[('so', 'RB'), ('i', 'JJ'), ('think', 'VBP'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('wave', 'VB'), ('whoa', 'JJ'), ('look', 'NN'), ('at', 'IN'), ('us', 'PRP'), ('go', 'VBP'), ('run', 'VB'), ('away', 'RB'), ('we', 'PRP'), ('are', 'VBP'), ('so', 'RB'), ('good', 'JJ'), ('at', 'IN'), ('this', 'DT'), ('because', 'IN'), ('he', 'PRP'), ('has', 'VBZ'), ('one', 'CD'), ('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('evil', 'JJ')]	[('so', 'RB'), ('i', 'JJ'), ('think', 'VBP'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('wave', 'VB'), ('whoa', 'JJ'), ('look', 'NN'), ('at', 'IN'), ('u', 'JJ'), ('go', 'VBP'), ('run', 'VB'), ('away', 'RB'), ('we', 'PRP'), ('be', 'VB'), ('so', 'RB'), ('good', 'JJ'), ('at', 'IN'), ('this', 'DT'), ('because', 'IN'), ('he', 'PRP'), ('have', 'VBP'), ('one', 'CD'), ('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('evil', 'JJ')]	Dyad3-time1-condTD.txt
MOT	he has one right he's evil okay   he's friendly   so wait  wait what did he   	['he', 'has', 'one', 'right', 'he', 'is', 'evil', 'okay', 'he', 'is', 'friendly', 'so', 'wait', 'wait', 'what', 'did', 'he']	['he', 'have', 'one', 'right', 'he', 'be', 'evil', 'okay', 'he', 'be', 'friendly', 'so', 'wait', 'wait', 'what', 'do', 'he']	[('he', 'PRP'), ('has', 'VBZ'), ('one', 'CD'), ('right', 'NN'), ('he', 'PRP'), ('is', 'VBZ'), ('evil', 'JJ'), ('okay', 'NN'), ('he', 'PRP'), ('is', 'VBZ'), ('friendly', 'RB'), ('so', 'RB'), ('wait', 'JJ'), ('wait', 'VBP'), ('what', 'WP'), ('did', 'VBD'), ('he', 'PRP')]	[('he', 'PRP'), ('have', 'VBP'), ('one', 'CD'), ('right', 'NN'), ('he', 'PRP'), ('be', 'VB'), ('evil', 'JJ'), ('okay', 'NN'), ('he', 'PRP'), ('be', 'VB'), ('friendly', 'RB'), ('so', 'RB'), ('wait', 'JJ'), ('wait', 'NN'), ('what', 'WP'), ('do', 'VBP'), ('he', 'PRP')]	Dyad3-time1-condTD.txt
CHI	 because he didn't have warts i think you have to have eyes and warts to be evil  	['because', 'he', 'did', 'not', 'have', 'warts', 'i', 'think', 'you', 'have', 'to', 'have', 'eyes', 'and', 'warts', 'to', 'be', 'evil']	['because', 'he', 'do', 'not', 'have', 'wart', 'i', 'think', 'you', 'have', 'to', 'have', 'eye', 'and', 'wart', 'to', 'be', 'evil']	[('because', 'IN'), ('he', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('have', 'VB'), ('warts', 'NNS'), ('i', 'VB'), ('think', 'VBP'), ('you', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('eyes', 'NNS'), ('and', 'CC'), ('warts', 'NNS'), ('to', 'TO'), ('be', 'VB'), ('evil', 'JJ')]	[('because', 'IN'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('wart', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('you', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('eye', 'NN'), ('and', 'CC'), ('wart', 'NN'), ('to', 'TO'), ('be', 'VB'), ('evil', 'JJ')]	Dyad3-time1-condTD.txt
MOT	evil okay   there's some stereotyping in this game  	['evil', 'okay', 'there', 'is', 'some', 'stereotyping', 'in', 'this', 'game']	['evil', 'okay', 'there', 'be', 'some', 'stereotype', 'in', 'this', 'game']	[('evil', 'JJ'), ('okay', 'NN'), ('there', 'EX'), ('is', 'VBZ'), ('some', 'DT'), ('stereotyping', 'VBG'), ('in', 'IN'), ('this', 'DT'), ('game', 'NN')]	[('evil', 'JJ'), ('okay', 'NN'), ('there', 'EX'), ('be', 'VB'), ('some', 'DT'), ('stereotype', 'NN'), ('in', 'IN'), ('this', 'DT'), ('game', 'NN')]	Dyad3-time1-condTD.txt
CHI	we should ask   that's the same guy  	['we', 'should', 'ask', 'that', 'is', 'the', 'same', 'guy']	['we', 'should', 'ask', 'that', 'be', 'the', 'same', 'guy']	[('we', 'PRP'), ('should', 'MD'), ('ask', 'VB'), ('that', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('same', 'JJ'), ('guy', 'NN')]	[('we', 'PRP'), ('should', 'MD'), ('ask', 'VB'), ('that', 'IN'), ('be', 'VB'), ('the', 'DT'), ('same', 'JJ'), ('guy', 'NN')]	Dyad3-time1-condTD.txt
MOT	weren't we just here  	['were', 'not', 'we', 'just', 'here']	['be', 'not', 'we', 'just', 'here']	[('were', 'VBD'), ('not', 'RB'), ('we', 'PRP'), ('just', 'RB'), ('here', 'RB')]	[('be', 'VB'), ('not', 'RB'), ('we', 'PRP'), ('just', 'RB'), ('here', 'RB')]	Dyad3-time1-condTD.txt
CHI	we should ask him again  	['we', 'should', 'ask', 'him', 'again']	['we', 'should', 'ask', 'him', 'again']	[('we', 'PRP'), ('should', 'MD'), ('ask', 'VB'), ('him', 'PRP'), ('again', 'RB')]	[('we', 'PRP'), ('should', 'MD'), ('ask', 'VB'), ('him', 'PRP'), ('again', 'RB')]	Dyad3-time1-condTD.txt
MOT	yeah if that messes with us i'm gonna be very pissed off   alright  alright   'cause he doesn't have anything but he's not bad right  	['yeah', 'if', 'that', 'messes', 'with', 'us', 'i', 'am', 'gon', 'na', 'be', 'very', 'pissed', 'off', 'alright', 'alright', 'because', 'he', 'does', 'not', 'have', 'anything', 'but', 'he', 'is', 'not', 'bad', 'right']	['yeah', 'if', 'that', 'mess', 'with', 'u', 'i', 'be', 'gon', 'na', 'be', 'very', 'piss', 'off', 'alright', 'alright', 'because', 'he', 'do', 'not', 'have', 'anything', 'but', 'he', 'be', 'not', 'bad', 'right']	[('yeah', 'NN'), ('if', 'IN'), ('that', 'DT'), ('messes', 'VBZ'), ('with', 'IN'), ('us', 'PRP'), ('i', 'VBP'), ('am', 'VBP'), ('gon', 'VB'), ('na', 'TO'), ('be', 'VB'), ('very', 'RB'), ('pissed', 'VBN'), ('off', 'RP'), ('alright', 'JJ'), ('alright', 'NN'), ('because', 'IN'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN'), ('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('bad', 'JJ'), ('right', 'NN')]	[('yeah', 'NN'), ('if', 'IN'), ('that', 'DT'), ('mess', 'NN'), ('with', 'IN'), ('u', 'JJ'), ('i', 'NN'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'RB'), ('be', 'VB'), ('very', 'RB'), ('piss', 'JJ'), ('off', 'RP'), ('alright', 'JJ'), ('alright', 'NN'), ('because', 'IN'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN'), ('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('bad', 'JJ'), ('right', 'NN')]	Dyad3-time1-condTD.txt
CHI	but he's nice  	['but', 'he', 'is', 'nice']	['but', 'he', 'be', 'nice']	[('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ')]	[('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ')]	Dyad3-time1-condTD.txt
MOT	'cause it has to have both warts  	['because', 'it', 'has', 'to', 'have', 'both', 'warts']	['because', 'it', 'have', 'to', 'have', 'both', 'wart']	[('because', 'IN'), ('it', 'PRP'), ('has', 'VBZ'), ('to', 'TO'), ('have', 'VB'), ('both', 'DT'), ('warts', 'NNS')]	[('because', 'IN'), ('it', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('have', 'VB'), ('both', 'DT'), ('wart', 'NN')]	Dyad3-time1-condTD.txt
CHI	but he's nice so we should ask   seventeen outof forty   he's nice but he doesn't have anything  	['but', 'he', 'is', 'nice', 'so', 'we', 'should', 'ask', 'seventeen', 'outof', 'forty', 'he', 'is', 'nice', 'but', 'he', 'does', 'not', 'have', 'anything']	['but', 'he', 'be', 'nice', 'so', 'we', 'should', 'ask', 'seventeen', 'outof', 'forty', 'he', 'be', 'nice', 'but', 'he', 'do', 'not', 'have', 'anything']	[('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('ask', 'VB'), ('seventeen', 'JJ'), ('outof', 'IN'), ('forty', 'NN'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('but', 'CC'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	[('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('ask', 'VB'), ('seventeen', 'JJ'), ('outof', 'IN'), ('forty', 'NN'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ'), ('but', 'CC'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	Dyad3-time1-condTD.txt
MOT	he doesn't have anything  	['he', 'does', 'not', 'have', 'anything']	['he', 'do', 'not', 'have', 'anything']	[('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	[('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	Dyad3-time1-condTD.txt
CHI	so we should run away i meant no  	['so', 'we', 'should', 'run', 'away', 'i', 'meant', 'no']	['so', 'we', 'should', 'run', 'away', 'i', 'mean', 'no']	[('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('run', 'VB'), ('away', 'RP'), ('i', 'JJ'), ('meant', 'VBP'), ('no', 'DT')]	[('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('run', 'VB'), ('away', 'RP'), ('i', 'JJ'), ('mean', 'VBP'), ('no', 'DT')]	Dyad3-time1-condTD.txt
MOT	wave to him  	['wave', 'to', 'him']	['wave', 'to', 'him']	[('wave', 'NN'), ('to', 'TO'), ('him', 'PRP')]	[('wave', 'NN'), ('to', 'TO'), ('him', 'PRP')]	Dyad3-time1-condTD.txt
CHI	we should wave yeah that's what i meant  	['we', 'should', 'wave', 'yeah', 'that', 'is', 'what', 'i', 'meant']	['we', 'should', 'wave', 'yeah', 'that', 'be', 'what', 'i', 'mean']	[('we', 'PRP'), ('should', 'MD'), ('wave', 'VB'), ('yeah', 'NN'), ('that', 'WDT'), ('is', 'VBZ'), ('what', 'WP'), ('i', 'NN'), ('meant', 'VBD')]	[('we', 'PRP'), ('should', 'MD'), ('wave', 'VB'), ('yeah', 'RP'), ('that', 'DT'), ('be', 'VB'), ('what', 'WP'), ('i', 'JJ'), ('mean', 'VBP')]	Dyad3-time1-condTD.txt
MOT	yeah wave to him  	['yeah', 'wave', 'to', 'him']	['yeah', 'wave', 'to', 'him']	[('yeah', 'RB'), ('wave', 'VBP'), ('to', 'TO'), ('him', 'PRP')]	[('yeah', 'RB'), ('wave', 'VBP'), ('to', 'TO'), ('him', 'PRP')]	Dyad3-time1-condTD.txt
CHI	let's go   no he's nice remember 'cause he doesn't have eyes and warts  	['let', 'us', 'go', 'no', 'he', 'is', 'nice', 'remember', 'because', 'he', 'does', 'not', 'have', 'eyes', 'and', 'warts']	['let', 'u', 'go', 'no', 'he', 'be', 'nice', 'remember', 'because', 'he', 'do', 'not', 'have', 'eye', 'and', 'wart']	[('let', 'VB'), ('us', 'PRP'), ('go', 'VB'), ('no', 'DT'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('remember', 'NN'), ('because', 'IN'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('eyes', 'NNS'), ('and', 'CC'), ('warts', 'NNS')]	[('let', 'VB'), ('u', 'JJ'), ('go', 'VB'), ('no', 'DT'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ'), ('remember', 'NN'), ('because', 'IN'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('eye', 'NN'), ('and', 'CC'), ('wart', 'NN')]	Dyad3-time1-condTD.txt
MOT	the warts right he doesn't have anything  	['the', 'warts', 'right', 'he', 'does', 'not', 'have', 'anything']	['the', 'wart', 'right', 'he', 'do', 'not', 'have', 'anything']	[('the', 'DT'), ('warts', 'NNS'), ('right', 'RB'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	[('the', 'DT'), ('wart', 'NN'), ('right', 'NN'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('anything', 'NN')]	Dyad3-time1-condTD.txt
CHI	right so we should wave  	['right', 'so', 'we', 'should', 'wave']	['right', 'so', 'we', 'should', 'wave']	[('right', 'RB'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('wave', 'VB')]	[('right', 'RB'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('wave', 'VB')]	Dyad3-time1-condTD.txt
MOT	right alright  	['right', 'alright']	['right', 'alright']	[('right', 'RB'), ('alright', 'NN')]	[('right', 'RB'), ('alright', 'NN')]	Dyad3-time1-condTD.txt
CHI	it's the same thing but green   but now we know  	['it', 'is', 'the', 'same', 'thing', 'but', 'green', 'but', 'now', 'we', 'know']	['it', 'be', 'the', 'same', 'thing', 'but', 'green', 'but', 'now', 'we', 'know']	[('it', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('same', 'JJ'), ('thing', 'NN'), ('but', 'CC'), ('green', 'JJ'), ('but', 'CC'), ('now', 'RB'), ('we', 'PRP'), ('know', 'VBP')]	[('it', 'PRP'), ('be', 'VB'), ('the', 'DT'), ('same', 'JJ'), ('thing', 'NN'), ('but', 'CC'), ('green', 'JJ'), ('but', 'CC'), ('now', 'RB'), ('we', 'PRP'), ('know', 'VBP')]	Dyad3-time1-condTD.txt
MOT	warts and weak  	['warts', 'and', 'weak']	['wart', 'and', 'weak']	[('warts', 'NNS'), ('and', 'CC'), ('weak', 'JJ')]	[('wart', 'NN'), ('and', 'CC'), ('weak', 'JJ')]	Dyad3-time1-condTD.txt
CHI	warts and weak so  but he's nice 'cause he has good eyes   so we should wave again   he's evil we should steal  	['warts', 'and', 'weak', 'so', 'but', 'he', 'is', 'nice', 'because', 'he', 'has', 'good', 'eyes', 'so', 'we', 'should', 'wave', 'again', 'he', 'is', 'evil', 'we', 'should', 'steal']	['wart', 'and', 'weak', 'so', 'but', 'he', 'be', 'nice', 'because', 'he', 'have', 'good', 'eye', 'so', 'we', 'should', 'wave', 'again', 'he', 'be', 'evil', 'we', 'should', 'steal']	[('warts', 'NNS'), ('and', 'CC'), ('weak', 'JJ'), ('so', 'RB'), ('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('because', 'IN'), ('he', 'PRP'), ('has', 'VBZ'), ('good', 'JJ'), ('eyes', 'NNS'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('wave', 'VB'), ('again', 'RB'), ('he', 'PRP'), ('is', 'VBZ'), ('evil', 'JJ'), ('we', 'PRP'), ('should', 'MD'), ('steal', 'VB')]	[('wart', 'NN'), ('and', 'CC'), ('weak', 'JJ'), ('so', 'RB'), ('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ'), ('because', 'IN'), ('he', 'PRP'), ('have', 'VBP'), ('good', 'JJ'), ('eye', 'NN'), ('so', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('wave', 'VB'), ('again', 'RB'), ('he', 'PRP'), ('be', 'VB'), ('evil', 'JJ'), ('we', 'PRP'), ('should', 'MD'), ('steal', 'VB')]	Dyad3-time1-condTD.txt
MOT	he's not  he's not nice yes he has it    wait why does he have it  	['he', 'is', 'not', 'he', 'is', 'not', 'nice', 'yes', 'he', 'has', 'it', 'wait', 'why', 'does', 'he', 'have', 'it']	['he', 'be', 'not', 'he', 'be', 'not', 'nice', 'yes', 'he', 'have', 'it', 'wait', 'why', 'do', 'he', 'have', 'it']	[('he', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('he', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('nice', 'JJ'), ('yes', 'RB'), ('he', 'PRP'), ('has', 'VBZ'), ('it', 'PRP'), ('wait', 'RP'), ('why', 'WRB'), ('does', 'VBZ'), ('he', 'PRP'), ('have', 'VB'), ('it', 'PRP')]	[('he', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('he', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('nice', 'JJ'), ('yes', 'RB'), ('he', 'PRP'), ('have', 'VB'), ('it', 'PRP'), ('wait', 'VB'), ('why', 'WRB'), ('do', 'VB'), ('he', 'PRP'), ('have', 'VB'), ('it', 'PRP')]	Dyad3-time1-condTD.txt
CHI	he's strong  	['he', 'is', 'strong']	['he', 'be', 'strong']	[('he', 'PRP'), ('is', 'VBZ'), ('strong', 'JJ')]	[('he', 'PRP'), ('be', 'VB'), ('strong', 'JJ')]	Dyad3-time1-condTD.txt
MOT	 yeah  yeah  yeah   he's weak  	['yeah', 'yeah', 'yeah', 'he', 'is', 'weak']	['yeah', 'yeah', 'yeah', 'he', 'be', 'weak']	[('yeah', 'NN'), ('yeah', 'NN'), ('yeah', 'NN'), ('he', 'PRP'), ('is', 'VBZ'), ('weak', 'JJ')]	[('yeah', 'NN'), ('yeah', 'NN'), ('yeah', 'NN'), ('he', 'PRP'), ('be', 'VB'), ('weak', 'JJ')]	Dyad3-time1-condTD.txt
CHI	he's evil  	['he', 'is', 'evil']	['he', 'be', 'evil']	[('he', 'PRP'), ('is', 'VBZ'), ('evil', 'JJ')]	[('he', 'PRP'), ('be', 'VB'), ('evil', 'JJ')]	Dyad3-time1-condTD.txt
MOT	and he has warts so he's evil  	['and', 'he', 'has', 'warts', 'so', 'he', 'is', 'evil']	['and', 'he', 'have', 'wart', 'so', 'he', 'be', 'evil']	[('and', 'CC'), ('he', 'PRP'), ('has', 'VBZ'), ('warts', 'NNS'), ('so', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('evil', 'JJ')]	[('and', 'CC'), ('he', 'PRP'), ('have', 'VBP'), ('wart', 'RB'), ('so', 'IN'), ('he', 'PRP'), ('be', 'VB'), ('evil', 'JJ')]	Dyad3-time1-condTD.txt
CHI	so run away   i think we got it  	['so', 'run', 'away', 'i', 'think', 'we', 'got', 'it']	['so', 'run', 'away', 'i', 'think', 'we', 'get', 'it']	[('so', 'RB'), ('run', 'VB'), ('away', 'RP'), ('i', 'JJ'), ('think', 'VBP'), ('we', 'PRP'), ('got', 'VBD'), ('it', 'PRP')]	[('so', 'RB'), ('run', 'VB'), ('away', 'RP'), ('i', 'JJ'), ('think', 'VBP'), ('we', 'PRP'), ('get', 'VBP'), ('it', 'PRP')]	Dyad3-time1-condTD.txt
MOT	he's strong   he's strong yeah isn't he  	['he', 'is', 'strong', 'he', 'is', 'strong', 'yeah', 'is', 'not', 'he']	['he', 'be', 'strong', 'he', 'be', 'strong', 'yeah', 'be', 'not', 'he']	[('he', 'PRP'), ('is', 'VBZ'), ('strong', 'JJ'), ('he', 'PRP'), ('is', 'VBZ'), ('strong', 'JJ'), ('yeah', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('he', 'PRP')]	[('he', 'PRP'), ('be', 'VB'), ('strong', 'JJ'), ('he', 'PRP'), ('be', 'VB'), ('strong', 'JJ'), ('yeah', 'RB'), ('be', 'VB'), ('not', 'RB'), ('he', 'PRP')]	Dyad3-time1-condTD.txt
CHI	'cause he's strong he's nice and he has it  	['because', 'he', 'is', 'strong', 'he', 'is', 'nice', 'and', 'he', 'has', 'it']	['because', 'he', 'be', 'strong', 'he', 'be', 'nice', 'and', 'he', 'have', 'it']	[('because', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('strong', 'JJ'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('has', 'VBZ'), ('it', 'PRP')]	[('because', 'IN'), ('he', 'PRP'), ('be', 'VB'), ('strong', 'JJ'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('have', 'VBP'), ('it', 'PRP')]	Dyad3-time1-condTD.txt
MOT	nice good   	['nice', 'good']	['nice', 'good']	[('nice', 'RB'), ('good', 'JJ')]	[('nice', 'RB'), ('good', 'JJ')]	Dyad3-time1-condTD.txt
CHI	'cause he's evil but he's yeah  	['because', 'he', 'is', 'evil', 'but', 'he', 'is', 'yeah']	['because', 'he', 'be', 'evil', 'but', 'he', 'be', 'yeah']	[('because', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('evil', 'JJ'), ('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('yeah', 'JJ')]	[('because', 'IN'), ('he', 'PRP'), ('be', 'VB'), ('evil', 'JJ'), ('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('yeah', 'RB')]	Dyad3-time1-condTD.txt
MOT	he has it   the arms decide if he has it or not  	['he', 'has', 'it', 'the', 'arms', 'decide', 'if', 'he', 'has', 'it', 'or', 'not']	['he', 'have', 'it', 'the', 'arm', 'decide', 'if', 'he', 'have', 'it', 'or', 'not']	[('he', 'PRP'), ('has', 'VBZ'), ('it', 'PRP'), ('the', 'DT'), ('arms', 'NNS'), ('decide', 'VBP'), ('if', 'IN'), ('he', 'PRP'), ('has', 'VBZ'), ('it', 'PRP'), ('or', 'CC'), ('not', 'RB')]	[('he', 'PRP'), ('have', 'VBP'), ('it', 'PRP'), ('the', 'DT'), ('arm', 'NN'), ('decide', 'NN'), ('if', 'IN'), ('he', 'PRP'), ('have', 'VBP'), ('it', 'PRP'), ('or', 'CC'), ('not', 'RB')]	Dyad3-time1-condTD.txt
CHI	yeah and then  	['yeah', 'and', 'then']	['yeah', 'and', 'then']	[('yeah', 'NN'), ('and', 'CC'), ('then', 'RB')]	[('yeah', 'NN'), ('and', 'CC'), ('then', 'RB')]	Dyad3-time1-condTD.txt
MOT	the eyes and the warts decide if he's nice or not  	['the', 'eyes', 'and', 'the', 'warts', 'decide', 'if', 'he', 'is', 'nice', 'or', 'not']	['the', 'eye', 'and', 'the', 'wart', 'decide', 'if', 'he', 'be', 'nice', 'or', 'not']	[('the', 'DT'), ('eyes', 'NNS'), ('and', 'CC'), ('the', 'DT'), ('warts', 'NNS'), ('decide', 'VB'), ('if', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('or', 'CC'), ('not', 'RB')]	[('the', 'DT'), ('eye', 'NN'), ('and', 'CC'), ('the', 'DT'), ('wart', 'NN'), ('decide', 'VB'), ('if', 'IN'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ'), ('or', 'CC'), ('not', 'RB')]	Dyad3-time1-condTD.txt
CHI	yes exactly  	['yes', 'exactly']	['yes', 'exactly']	[('yes', 'NNS'), ('exactly', 'RB')]	[('yes', 'NNS'), ('exactly', 'RB')]	Dyad3-time1-condTD.txt
MOT	so he doesn't have it and he doesn't have warts so he's nice  	['so', 'he', 'does', 'not', 'have', 'it', 'and', 'he', 'does', 'not', 'have', 'warts', 'so', 'he', 'is', 'nice']	['so', 'he', 'do', 'not', 'have', 'it', 'and', 'he', 'do', 'not', 'have', 'wart', 'so', 'he', 'be', 'nice']	[('so', 'RB'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('it', 'PRP'), ('and', 'CC'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('warts', 'NNS'), ('so', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ')]	[('so', 'RB'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('it', 'PRP'), ('and', 'CC'), ('he', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('wart', 'NN'), ('so', 'IN'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ')]	Dyad3-time1-condTD.txt
CHI	but he's nice  	['but', 'he', 'is', 'nice']	['but', 'he', 'be', 'nice']	[('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ')]	[('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('nice', 'JJ')]	Dyad3-time1-condTD.txt
MOT	so we wave to him  	['so', 'we', 'wave', 'to', 'him']	['so', 'we', 'wave', 'to', 'him']	[('so', 'IN'), ('we', 'PRP'), ('wave', 'VBP'), ('to', 'TO'), ('him', 'PRP')]	[('so', 'IN'), ('we', 'PRP'), ('wave', 'VBP'), ('to', 'TO'), ('him', 'PRP')]	Dyad3-time1-condTD.txt
