participant	content	token	lemma	tagged_token	tagged_lemma	file
MOT	is friendly but if they didn't have spots they didn't have a gem  	['is', 'friendly', 'but', 'if', 'they', 'did', 'not', 'have', 'spots', 'they', 'did', 'not', 'have', 'a', 'gem']	['be', 'friendly', 'but', 'if', 'they', 'do', 'not', 'have', 'spot', 'they', 'do', 'not', 'have', 'a', 'gem']	[('is', 'VBZ'), ('friendly', 'RB'), ('but', 'CC'), ('if', 'IN'), ('they', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('have', 'VB'), ('spots', 'NNS'), ('they', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('have', 'VB'), ('a', 'DT'), ('gem', 'NN')]	[('be', 'VB'), ('friendly', 'RB'), ('but', 'CC'), ('if', 'IN'), ('they', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('spot', 'NN'), ('they', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('a', 'DT'), ('gem', 'NN')]	Dyad2-time1-condTD.txt
CHI	so they  	['so', 'they']	['so', 'they']	[('so', 'IN'), ('they', 'PRP')]	[('so', 'IN'), ('they', 'PRP')]	Dyad2-time1-condTD.txt
MOT	so eyes  	['so', 'eyes']	['so', 'eye']	[('so', 'RB'), ('eyes', 'NNS')]	[('so', 'RB'), ('eye', 'NN')]	Dyad2-time1-condTD.txt
CHI	no because okay this one's got no spots upward posture and red eyes so i say we steal   but we gotta look at the color  	"['no', 'because', 'okay', 'this', 'one', ""'s"", 'got', 'no', 'spots', 'upward', 'posture', 'and', 'red', 'eyes', 'so', 'i', 'say', 'we', 'steal', 'but', 'we', 'got', 'ta', 'look', 'at', 'the', 'color']"	"['no', 'because', 'okay', 'this', 'one', ""'s"", 'get', 'no', 'spot', 'upward', 'posture', 'and', 'red', 'eye', 'so', 'i', 'say', 'we', 'steal', 'but', 'we', 'get', 'ta', 'look', 'at', 'the', 'color']"	"[('no', 'DT'), ('because', 'IN'), ('okay', 'NN'), ('this', 'DT'), ('one', 'CD'), (""'s"", 'POS'), ('got', 'VBD'), ('no', 'DT'), ('spots', 'NNS'), ('upward', 'RB'), ('posture', 'NN'), ('and', 'CC'), ('red', 'JJ'), ('eyes', 'NNS'), ('so', 'IN'), ('i', 'JJ'), ('say', 'VBP'), ('we', 'PRP'), ('steal', 'VBP'), ('but', 'CC'), ('we', 'PRP'), ('got', 'VBD'), ('ta', 'JJ'), ('look', 'NN'), ('at', 'IN'), ('the', 'DT'), ('color', 'NN')]"	"[('no', 'DT'), ('because', 'IN'), ('okay', 'NN'), ('this', 'DT'), ('one', 'CD'), (""'s"", 'POS'), ('get', 'NN'), ('no', 'DT'), ('spot', 'NN'), ('upward', 'RB'), ('posture', 'NN'), ('and', 'CC'), ('red', 'JJ'), ('eye', 'NN'), ('so', 'IN'), ('i', 'JJ'), ('say', 'VBP'), ('we', 'PRP'), ('steal', 'VBP'), ('but', 'CC'), ('we', 'PRP'), ('get', 'VBP'), ('ta', 'JJ'), ('look', 'NN'), ('at', 'IN'), ('the', 'DT'), ('color', 'NN')]"	Dyad2-time1-condTD.txt
MOT	okay keep an eye on that  	['okay', 'keep', 'an', 'eye', 'on', 'that']	['okay', 'keep', 'an', 'eye', 'on', 'that']	[('okay', 'RB'), ('keep', 'VB'), ('an', 'DT'), ('eye', 'NN'), ('on', 'IN'), ('that', 'DT')]	[('okay', 'RB'), ('keep', 'VB'), ('an', 'DT'), ('eye', 'NN'), ('on', 'IN'), ('that', 'DT')]	Dyad2-time1-condTD.txt
CHI	the mouth  	['the', 'mouth']	['the', 'mouth']	[('the', 'DT'), ('mouth', 'NN')]	[('the', 'DT'), ('mouth', 'NN')]	Dyad2-time1-condTD.txt
MOT	the tongue  	['the', 'tongue']	['the', 'tongue']	[('the', 'DT'), ('tongue', 'NN')]	[('the', 'DT'), ('tongue', 'NN')]	Dyad2-time1-condTD.txt
CHI	i say we steal yeah  	['i', 'say', 'we', 'steal', 'yeah']	['i', 'say', 'we', 'steal', 'yeah']	[('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('steal', 'VBP'), ('yeah', 'NNS')]	[('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('steal', 'VBP'), ('yeah', 'NNS')]	Dyad2-time1-condTD.txt
MOT	goahead give it a whirl so they're friendly goahead  goahead let's see the next one  	['goahead', 'give', 'it', 'a', 'whirl', 'so', 'they', 'are', 'friendly', 'goahead', 'goahead', 'let', 'us', 'see', 'the', 'next', 'one']	['goahead', 'give', 'it', 'a', 'whirl', 'so', 'they', 'be', 'friendly', 'goahead', 'goahead', 'let', 'u', 'see', 'the', 'next', 'one']	[('goahead', 'UH'), ('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('whirl', 'NN'), ('so', 'IN'), ('they', 'PRP'), ('are', 'VBP'), ('friendly', 'JJ'), ('goahead', 'UH'), ('goahead', 'UH'), ('let', 'VBD'), ('us', 'PRP'), ('see', 'VB'), ('the', 'DT'), ('next', 'JJ'), ('one', 'NN')]	[('goahead', 'UH'), ('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('whirl', 'NN'), ('so', 'IN'), ('they', 'PRP'), ('be', 'VB'), ('friendly', 'JJ'), ('goahead', 'UH'), ('goahead', 'UH'), ('let', 'NN'), ('u', 'JJ'), ('see', 'VB'), ('the', 'DT'), ('next', 'JJ'), ('one', 'NN')]	Dyad2-time1-condTD.txt
CHI	same thing downward posture though  	['same', 'thing', 'downward', 'posture', 'though']	['same', 'thing', 'downward', 'posture', 'though']	[('same', 'JJ'), ('thing', 'NN'), ('downward', 'JJ'), ('posture', 'NN'), ('though', 'IN')]	[('same', 'JJ'), ('thing', 'NN'), ('downward', 'JJ'), ('posture', 'NN'), ('though', 'IN')]	Dyad2-time1-condTD.txt
MOT	that one you steal from  	['that', 'one', 'you', 'steal', 'from']	['that', 'one', 'you', 'steal', 'from']	[('that', 'DT'), ('one', 'CD'), ('you', 'PRP'), ('steal', 'VBP'), ('from', 'IN')]	[('that', 'DT'), ('one', 'CD'), ('you', 'PRP'), ('steal', 'VBP'), ('from', 'IN')]	Dyad2-time1-condTD.txt
CHI	yep sure   okay so when  	['yep', 'sure', 'okay', 'so', 'when']	['yep', 'sure', 'okay', 'so', 'when']	[('yep', 'JJ'), ('sure', 'JJ'), ('okay', 'NNS'), ('so', 'RB'), ('when', 'WRB')]	[('yep', 'JJ'), ('sure', 'JJ'), ('okay', 'NNS'), ('so', 'RB'), ('when', 'WRB')]	Dyad2-time1-condTD.txt
MOT	that doesn't make any sense  	['that', 'does', 'not', 'make', 'any', 'sense']	['that', 'do', 'not', 'make', 'any', 'sense']	[('that', 'DT'), ('does', 'VBZ'), ('not', 'RB'), ('make', 'VB'), ('any', 'DT'), ('sense', 'NN')]	[('that', 'DT'), ('do', 'VBP'), ('not', 'RB'), ('make', 'VB'), ('any', 'DT'), ('sense', 'NN')]	Dyad2-time1-condTD.txt
CHI	are green aliens friendly  	['are', 'green', 'aliens', 'friendly']	['be', 'green', 'alien', 'friendly']	[('are', 'VBP'), ('green', 'JJ'), ('aliens', 'NNS'), ('friendly', 'RB')]	[('be', 'VB'), ('green', 'JJ'), ('alien', 'NN'), ('friendly', 'RB')]	Dyad2-time1-condTD.txt
MOT	no 'cause we had blue aliens that were friendly  	['no', 'because', 'we', 'had', 'blue', 'aliens', 'that', 'were', 'friendly']	['no', 'because', 'we', 'have', 'blue', 'alien', 'that', 'be', 'friendly']	[('no', 'DT'), ('because', 'IN'), ('we', 'PRP'), ('had', 'VBD'), ('blue', 'JJ'), ('aliens', 'NNS'), ('that', 'WDT'), ('were', 'VBD'), ('friendly', 'RB')]	[('no', 'DT'), ('because', 'IN'), ('we', 'PRP'), ('have', 'VBP'), ('blue', 'JJ'), ('alien', 'NN'), ('that', 'WDT'), ('be', 'VB'), ('friendly', 'RB')]	Dyad2-time1-condTD.txt
CHI	okay spots so we  	['okay', 'spots', 'so', 'we']	['okay', 'spot', 'so', 'we']	[('okay', 'JJ'), ('spots', 'NNS'), ('so', 'IN'), ('we', 'PRP')]	[('okay', 'JJ'), ('spot', 'NN'), ('so', 'IN'), ('we', 'PRP')]	Dyad2-time1-condTD.txt
MOT	spots big eyes upward  	['spots', 'big', 'eyes', 'upward']	['spot', 'big', 'eye', 'upward']	[('spots', 'NNS'), ('big', 'JJ'), ('eyes', 'NNS'), ('upward', 'RB')]	[('spot', 'NN'), ('big', 'JJ'), ('eye', 'NN'), ('upward', 'NN')]	Dyad2-time1-condTD.txt
CHI	so we steal  	['so', 'we', 'steal']	['so', 'we', 'steal']	[('so', 'IN'), ('we', 'PRP'), ('steal', 'VBP')]	[('so', 'IN'), ('we', 'PRP'), ('steal', 'VBP')]	Dyad2-time1-condTD.txt
MOT	sure i feel like we need to write all this crap down   no they're friendly  	['sure', 'i', 'feel', 'like', 'we', 'need', 'to', 'write', 'all', 'this', 'crap', 'down', 'no', 'they', 'are', 'friendly']	['sure', 'i', 'feel', 'like', 'we', 'need', 'to', 'write', 'all', 'this', 'crap', 'down', 'no', 'they', 'be', 'friendly']	[('sure', 'JJ'), ('i', 'JJ'), ('feel', 'VBP'), ('like', 'IN'), ('we', 'PRP'), ('need', 'VBP'), ('to', 'TO'), ('write', 'VB'), ('all', 'PDT'), ('this', 'DT'), ('crap', 'NN'), ('down', 'RP'), ('no', 'DT'), ('they', 'PRP'), ('are', 'VBP'), ('friendly', 'JJ')]	[('sure', 'JJ'), ('i', 'JJ'), ('feel', 'VBP'), ('like', 'IN'), ('we', 'PRP'), ('need', 'VBP'), ('to', 'TO'), ('write', 'VB'), ('all', 'PDT'), ('this', 'DT'), ('crap', 'NN'), ('down', 'RP'), ('no', 'DT'), ('they', 'PRP'), ('be', 'VB'), ('friendly', 'JJ')]	Dyad2-time1-condTD.txt
CHI	so spots   must be eyes  	['so', 'spots', 'must', 'be', 'eyes']	['so', 'spots', 'must', 'be', 'eye']	[('so', 'RB'), ('spots', 'JJ'), ('must', 'MD'), ('be', 'VB'), ('eyes', 'NNS')]	[('so', 'RB'), ('spots', 'JJ'), ('must', 'MD'), ('be', 'VB'), ('eye', 'NN')]	Dyad2-time1-condTD.txt
MOT	it's gotta be eyes   'cause that's not gonna be a friendly one that's one you try and steal from  	['it', 'is', 'got', 'ta', 'be', 'eyes', 'because', 'that', 'is', 'not', 'gon', 'na', 'be', 'a', 'friendly', 'one', 'that', 'is', 'one', 'you', 'try', 'and', 'steal', 'from']	['it', 'be', 'get', 'ta', 'be', 'eye', 'because', 'that', 'be', 'not', 'gon', 'na', 'be', 'a', 'friendly', 'one', 'that', 'be', 'one', 'you', 'try', 'and', 'steal', 'from']	[('it', 'PRP'), ('is', 'VBZ'), ('got', 'VBD'), ('ta', 'RB'), ('be', 'VB'), ('eyes', 'NNS'), ('because', 'IN'), ('that', 'DT'), ('is', 'VBZ'), ('not', 'RB'), ('gon', 'VBN'), ('na', 'RB'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('one', 'NN'), ('that', 'WDT'), ('is', 'VBZ'), ('one', 'CD'), ('you', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('steal', 'VBP'), ('from', 'IN')]	[('it', 'PRP'), ('be', 'VB'), ('get', 'VBN'), ('ta', 'JJ'), ('be', 'VB'), ('eye', 'NN'), ('because', 'IN'), ('that', 'DT'), ('be', 'VB'), ('not', 'RB'), ('gon', 'VB'), ('na', 'TO'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('one', 'CD'), ('that', 'WDT'), ('be', 'VB'), ('one', 'CD'), ('you', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('steal', 'VBP'), ('from', 'IN')]	Dyad2-time1-condTD.txt
CHI	but it doesn't have spots  	['but', 'it', 'does', 'not', 'have', 'spots']	['but', 'it', 'do', 'not', 'have', 'spot']	[('but', 'CC'), ('it', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('spots', 'NNS')]	[('but', 'CC'), ('it', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('spot', 'NN')]	Dyad2-time1-condTD.txt
MOT	but again i think     it's not  spots is not consistent   why are they friendly   go we're halfway through man we're blowing this  	['but', 'again', 'i', 'think', 'it', 'is', 'not', 'spots', 'is', 'not', 'consistent', 'why', 'are', 'they', 'friendly', 'go', 'we', 'are', 'halfway', 'through', 'man', 'we', 'are', 'blowing', 'this']	['but', 'again', 'i', 'think', 'it', 'be', 'not', 'spot', 'be', 'not', 'consistent', 'why', 'be', 'they', 'friendly', 'go', 'we', 'be', 'halfway', 'through', 'man', 'we', 'be', 'blow', 'this']	[('but', 'CC'), ('again', 'RB'), ('i', 'JJ'), ('think', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('spots', 'NNS'), ('is', 'VBZ'), ('not', 'RB'), ('consistent', 'JJ'), ('why', 'WRB'), ('are', 'VBP'), ('they', 'PRP'), ('friendly', 'RB'), ('go', 'VBP'), ('we', 'PRP'), ('are', 'VBP'), ('halfway', 'RB'), ('through', 'IN'), ('man', 'NN'), ('we', 'PRP'), ('are', 'VBP'), ('blowing', 'VBG'), ('this', 'DT')]	[('but', 'CC'), ('again', 'RB'), ('i', 'JJ'), ('think', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('spot', 'RB'), ('be', 'VB'), ('not', 'RB'), ('consistent', 'JJ'), ('why', 'WRB'), ('be', 'VB'), ('they', 'PRP'), ('friendly', 'RB'), ('go', 'VBP'), ('we', 'PRP'), ('be', 'VB'), ('halfway', 'VBN'), ('through', 'IN'), ('man', 'NN'), ('we', 'PRP'), ('be', 'VB'), ('blow', 'IN'), ('this', 'DT')]	Dyad2-time1-condTD.txt
CHI	lose this  	['lose', 'this']	['lose', 'this']	[('lose', 'VB'), ('this', 'DT')]	[('lose', 'VB'), ('this', 'DT')]	Dyad2-time1-condTD.txt
MOT	spots so it has gems  	['spots', 'so', 'it', 'has', 'gems']	['spot', 'so', 'it', 'have', 'gem']	[('spots', 'NNS'), ('so', 'IN'), ('it', 'PRP'), ('has', 'VBZ'), ('gems', 'NNS')]	[('spot', 'NN'), ('so', 'IN'), ('it', 'PRP'), ('have', 'VBP'), ('gem', 'VBN')]	Dyad2-time1-condTD.txt
CHI	it has a gem i think downward posture is angry i think upward posture is bad  	['it', 'has', 'a', 'gem', 'i', 'think', 'downward', 'posture', 'is', 'angry', 'i', 'think', 'upward', 'posture', 'is', 'bad']	['it', 'have', 'a', 'gem', 'i', 'think', 'downward', 'posture', 'be', 'angry', 'i', 'think', 'upward', 'posture', 'be', 'bad']	[('it', 'PRP'), ('has', 'VBZ'), ('a', 'DT'), ('gem', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('downward', 'JJ'), ('posture', 'NN'), ('is', 'VBZ'), ('angry', 'JJ'), ('i', 'JJ'), ('think', 'VBP'), ('upward', 'JJ'), ('posture', 'NN'), ('is', 'VBZ'), ('bad', 'JJ')]	[('it', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('gem', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('downward', 'JJ'), ('posture', 'NN'), ('be', 'VB'), ('angry', 'JJ'), ('i', 'JJ'), ('think', 'VBP'), ('upward', 'JJ'), ('posture', 'NN'), ('be', 'VB'), ('bad', 'JJ')]	Dyad2-time1-condTD.txt
MOT	give it a whirl  	['give', 'it', 'a', 'whirl']	['give', 'it', 'a', 'whirl']	[('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('whirl', 'NN')]	[('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('whirl', 'NN')]	Dyad2-time1-condTD.txt
CHI	so we steal  	['so', 'we', 'steal']	['so', 'we', 'steal']	[('so', 'IN'), ('we', 'PRP'), ('steal', 'VBP')]	[('so', 'IN'), ('we', 'PRP'), ('steal', 'VBP')]	Dyad2-time1-condTD.txt
MOT	i don't think there are any that you steal from  	['i', 'do', 'not', 'think', 'there', 'are', 'any', 'that', 'you', 'steal', 'from']	['i', 'do', 'not', 'think', 'there', 'be', 'any', 'that', 'you', 'steal', 'from']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('there', 'EX'), ('are', 'VBP'), ('any', 'DT'), ('that', 'IN'), ('you', 'PRP'), ('steal', 'VBP'), ('from', 'IN')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('there', 'RB'), ('be', 'VB'), ('any', 'DT'), ('that', 'IN'), ('you', 'PRP'), ('steal', 'VBP'), ('from', 'IN')]	Dyad2-time1-condTD.txt
CHI	no we've stolen some haven't we   so it's just a trick  	['no', 'we', 'have', 'stolen', 'some', 'have', 'not', 'we', 'so', 'it', 'is', 'just', 'a', 'trick']	['no', 'we', 'have', 'steal', 'some', 'have', 'not', 'we', 'so', 'it', 'be', 'just', 'a', 'trick']	[('no', 'DT'), ('we', 'PRP'), ('have', 'VBP'), ('stolen', 'VBN'), ('some', 'DT'), ('have', 'VBP'), ('not', 'RB'), ('we', 'PRP'), ('so', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('just', 'RB'), ('a', 'DT'), ('trick', 'NN')]	[('no', 'DT'), ('we', 'PRP'), ('have', 'VBP'), ('steal', 'VBN'), ('some', 'DT'), ('have', 'VBP'), ('not', 'RB'), ('we', 'PRP'), ('so', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('just', 'RB'), ('a', 'DT'), ('trick', 'NN')]	Dyad2-time1-condTD.txt
MOT	i don't think you steal  	['i', 'do', 'not', 'think', 'you', 'steal']	['i', 'do', 'not', 'think', 'you', 'steal']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('you', 'PRP'), ('steal', 'VB')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('you', 'PRP'), ('steal', 'VB')]	Dyad2-time1-condTD.txt
CHI	downward posture big eyes  	['downward', 'posture', 'big', 'eyes']	['downward', 'posture', 'big', 'eye']	[('downward', 'JJ'), ('posture', 'NN'), ('big', 'JJ'), ('eyes', 'NNS')]	[('downward', 'JJ'), ('posture', 'NN'), ('big', 'JJ'), ('eye', 'NN')]	Dyad2-time1-condTD.txt
MOT	spots this is the same friendly one  	['spots', 'this', 'is', 'the', 'same', 'friendly', 'one']	['spot', 'this', 'be', 'the', 'same', 'friendly', 'one']	[('spots', 'NNS'), ('this', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('same', 'JJ'), ('friendly', 'JJ'), ('one', 'CD')]	[('spot', 'NN'), ('this', 'DT'), ('be', 'VB'), ('the', 'DT'), ('same', 'JJ'), ('friendly', 'JJ'), ('one', 'CD')]	Dyad2-time1-condTD.txt
CHI	should we ask for gem  	['should', 'we', 'ask', 'for', 'gem']	['should', 'we', 'ask', 'for', 'gem']	[('should', 'MD'), ('we', 'PRP'), ('ask', 'VB'), ('for', 'IN'), ('gem', 'NN')]	[('should', 'MD'), ('we', 'PRP'), ('ask', 'VB'), ('for', 'IN'), ('gem', 'NN')]	Dyad2-time1-condTD.txt
MOT	can we    yeah goahead   gotta wave at him   okay go  	['can', 'we', 'yeah', 'goahead', 'got', 'ta', 'wave', 'at', 'him', 'okay', 'go']	['can', 'we', 'yeah', 'goahead', 'get', 'ta', 'wave', 'at', 'him', 'okay', 'go']	[('can', 'MD'), ('we', 'PRP'), ('yeah', 'VB'), ('goahead', 'UH'), ('got', 'VBD'), ('ta', 'JJ'), ('wave', 'NN'), ('at', 'IN'), ('him', 'PRP'), ('okay', 'VBP'), ('go', 'VB')]	[('can', 'MD'), ('we', 'PRP'), ('yeah', 'VB'), ('goahead', 'UH'), ('get', 'VB'), ('ta', 'JJ'), ('wave', 'NN'), ('at', 'IN'), ('him', 'PRP'), ('okay', 'VBP'), ('go', 'VB')]	Dyad2-time1-condTD.txt
CHI	okay red eyes upward posture   do  is this the one we ask for a gem   or do we run   'cause we have ran before   i say we try and steal from this one  	['okay', 'red', 'eyes', 'upward', 'posture', 'do', 'is', 'this', 'the', 'one', 'we', 'ask', 'for', 'a', 'gem', 'or', 'do', 'we', 'run', 'because', 'we', 'have', 'ran', 'before', 'i', 'say', 'we', 'try', 'and', 'steal', 'from', 'this', 'one']	['okay', 'red', 'eye', 'upward', 'posture', 'do', 'be', 'this', 'the', 'one', 'we', 'ask', 'for', 'a', 'gem', 'or', 'do', 'we', 'run', 'because', 'we', 'have', 'run', 'before', 'i', 'say', 'we', 'try', 'and', 'steal', 'from', 'this', 'one']	[('okay', 'RB'), ('red', 'JJ'), ('eyes', 'NNS'), ('upward', 'RB'), ('posture', 'NN'), ('do', 'VBP'), ('is', 'VBZ'), ('this', 'DT'), ('the', 'DT'), ('one', 'CD'), ('we', 'PRP'), ('ask', 'VBP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN'), ('or', 'CC'), ('do', 'VBP'), ('we', 'PRP'), ('run', 'VB'), ('because', 'IN'), ('we', 'PRP'), ('have', 'VBP'), ('ran', 'VBN'), ('before', 'IN'), ('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('steal', 'VBP'), ('from', 'IN'), ('this', 'DT'), ('one', 'CD')]	[('okay', 'RB'), ('red', 'JJ'), ('eye', 'NN'), ('upward', 'JJ'), ('posture', 'NN'), ('do', 'VBP'), ('be', 'VB'), ('this', 'DT'), ('the', 'DT'), ('one', 'CD'), ('we', 'PRP'), ('ask', 'VBP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN'), ('or', 'CC'), ('do', 'VBP'), ('we', 'PRP'), ('run', 'VB'), ('because', 'IN'), ('we', 'PRP'), ('have', 'VBP'), ('run', 'VBN'), ('before', 'IN'), ('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('steal', 'VBP'), ('from', 'IN'), ('this', 'DT'), ('one', 'CD')]	Dyad2-time1-condTD.txt
MOT	goahead i'm not convinced but  	['goahead', 'i', 'am', 'not', 'convinced', 'but']	['goahead', 'i', 'be', 'not', 'convince', 'but']	[('goahead', 'UH'), ('i', 'NN'), ('am', 'VBP'), ('not', 'RB'), ('convinced', 'VBN'), ('but', 'CC')]	[('goahead', 'UH'), ('i', 'NN'), ('be', 'VB'), ('not', 'RB'), ('convince', 'NN'), ('but', 'CC')]	Dyad2-time1-condTD.txt
CHI	why though  	['why', 'though']	['why', 'though']	[('why', 'WRB'), ('though', 'IN')]	[('why', 'WRB'), ('though', 'IN')]	Dyad2-time1-condTD.txt
MOT	red eyes spots upward posture  	['red', 'eyes', 'spots', 'upward', 'posture']	['red', 'eye', 'spot', 'upward', 'posture']	[('red', 'JJ'), ('eyes', 'NNS'), ('spots', 'NNS'), ('upward', 'JJ'), ('posture', 'NN')]	[('red', 'JJ'), ('eye', 'NN'), ('spot', 'NN'), ('upward', 'JJ'), ('posture', 'NN')]	Dyad2-time1-condTD.txt
CHI	well it was green too okay  	['well', 'it', 'was', 'green', 'too', 'okay']	['well', 'it', 'be', 'green', 'too', 'okay']	[('well', 'RB'), ('it', 'PRP'), ('was', 'VBD'), ('green', 'JJ'), ('too', 'RB'), ('okay', 'JJ')]	[('well', 'RB'), ('it', 'PRP'), ('be', 'VB'), ('green', 'JJ'), ('too', 'RB'), ('okay', 'JJ')]	Dyad2-time1-condTD.txt
MOT	red eyes upward posture but small big eyes  	['red', 'eyes', 'upward', 'posture', 'but', 'small', 'big', 'eyes']	['red', 'eye', 'upward', 'posture', 'but', 'small', 'big', 'eye']	[('red', 'JJ'), ('eyes', 'NNS'), ('upward', 'JJ'), ('posture', 'NN'), ('but', 'CC'), ('small', 'JJ'), ('big', 'JJ'), ('eyes', 'NNS')]	[('red', 'JJ'), ('eye', 'NN'), ('upward', 'JJ'), ('posture', 'NN'), ('but', 'CC'), ('small', 'JJ'), ('big', 'JJ'), ('eye', 'NN')]	Dyad2-time1-condTD.txt
CHI	no not red big eyes is not red so we ask for gem   upward posture would be gem too downward posture big eyes i say we wave  	['no', 'not', 'red', 'big', 'eyes', 'is', 'not', 'red', 'so', 'we', 'ask', 'for', 'gem', 'upward', 'posture', 'would', 'be', 'gem', 'too', 'downward', 'posture', 'big', 'eyes', 'i', 'say', 'we', 'wave']	['no', 'not', 'red', 'big', 'eye', 'be', 'not', 'red', 'so', 'we', 'ask', 'for', 'gem', 'upward', 'posture', 'would', 'be', 'gem', 'too', 'downward', 'posture', 'big', 'eye', 'i', 'say', 'we', 'wave']	[('no', 'DT'), ('not', 'RB'), ('red', 'JJ'), ('big', 'JJ'), ('eyes', 'NNS'), ('is', 'VBZ'), ('not', 'RB'), ('red', 'JJ'), ('so', 'IN'), ('we', 'PRP'), ('ask', 'VBP'), ('for', 'IN'), ('gem', 'NN'), ('upward', 'JJ'), ('posture', 'NN'), ('would', 'MD'), ('be', 'VB'), ('gem', 'VB'), ('too', 'RB'), ('downward', 'JJ'), ('posture', 'NN'), ('big', 'JJ'), ('eyes', 'NNS'), ('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('wave', 'VBP')]	[('no', 'DT'), ('not', 'RB'), ('red', 'JJ'), ('big', 'JJ'), ('eye', 'NN'), ('be', 'VB'), ('not', 'RB'), ('red', 'JJ'), ('so', 'IN'), ('we', 'PRP'), ('ask', 'VBP'), ('for', 'IN'), ('gem', 'NN'), ('upward', 'JJ'), ('posture', 'NN'), ('would', 'MD'), ('be', 'VB'), ('gem', 'VB'), ('too', 'RB'), ('downward', 'JJ'), ('posture', 'NN'), ('big', 'JJ'), ('eye', 'NN'), ('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('wave', 'VBP')]	Dyad2-time1-condTD.txt
MOT	red eyes it's got upward posture  	['red', 'eyes', 'it', 'is', 'got', 'upward', 'posture']	['red', 'eye', 'it', 'be', 'got', 'upward', 'posture']	[('red', 'JJ'), ('eyes', 'NNS'), ('it', 'PRP'), ('is', 'VBZ'), ('got', 'JJ'), ('upward', 'JJ'), ('posture', 'NN')]	[('red', 'JJ'), ('eye', 'NN'), ('it', 'PRP'), ('be', 'VB'), ('got', 'VBN'), ('upward', 'JJ'), ('posture', 'NN')]	Dyad2-time1-condTD.txt
