participant	content	token	lemma	tagged_token	tagged_lemma	file
MOT	it looks friendly to me  	['it', 'looks', 'friendly', 'to', 'me']	['it', 'look', 'friendly', 'to', 'me']	[('it', 'PRP'), ('looks', 'VBZ'), ('friendly', 'JJ'), ('to', 'TO'), ('me', 'PRP')]	[('it', 'PRP'), ('look', 'VBZ'), ('friendly', 'JJ'), ('to', 'TO'), ('me', 'PRP')]	Dyad1-time1-condTD.txt
CHI	wait but its feet are out of the ground  	['wait', 'but', 'its', 'feet', 'are', 'out', 'of', 'the', 'ground']	['wait', 'but', 'it', 'foot', 'be', 'out', 'of', 'the', 'ground']	[('wait', 'NN'), ('but', 'CC'), ('its', 'PRP$'), ('feet', 'NNS'), ('are', 'VBP'), ('out', 'IN'), ('of', 'IN'), ('the', 'DT'), ('ground', 'NN')]	[('wait', 'NN'), ('but', 'CC'), ('it', 'PRP'), ('foot', 'RB'), ('be', 'VB'), ('out', 'IN'), ('of', 'IN'), ('the', 'DT'), ('ground', 'NN')]	Dyad1-time1-condTD.txt
MOT	there was feet  	['there', 'was', 'feet']	['there', 'be', 'foot']	[('there', 'EX'), ('was', 'VBD'), ('feet', 'NNS')]	[('there', 'RB'), ('be', 'VB'), ('foot', 'NN')]	Dyad1-time1-condTD.txt
CHI	yeah there wasn't feet on the other ones  	['yeah', 'there', 'was', 'not', 'feet', 'on', 'the', 'other', 'ones']	['yeah', 'there', 'be', 'not', 'foot', 'on', 'the', 'other', 'one']	[('yeah', 'NN'), ('there', 'EX'), ('was', 'VBD'), ('not', 'RB'), ('feet', 'NNS'), ('on', 'IN'), ('the', 'DT'), ('other', 'JJ'), ('ones', 'NNS')]	[('yeah', 'NN'), ('there', 'RB'), ('be', 'VB'), ('not', 'RB'), ('foot', 'VBN'), ('on', 'IN'), ('the', 'DT'), ('other', 'JJ'), ('one', 'NN')]	Dyad1-time1-condTD.txt
MOT	there wasn't feet  	['there', 'was', 'not', 'feet']	['there', 'be', 'not', 'foot']	[('there', 'EX'), ('was', 'VBD'), ('not', 'RB'), ('feet', 'NNS')]	[('there', 'RB'), ('be', 'VB'), ('not', 'RB'), ('foot', 'JJ')]	Dyad1-time1-condTD.txt
CHI	  i don't know   okay let's steal gems from it  	['i', 'do', 'not', 'know', 'okay', 'let', 'us', 'steal', 'gems', 'from', 'it']	['i', 'do', 'not', 'know', 'okay', 'let', 'u', 'steal', 'gem', 'from', 'it']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('okay', 'JJ'), ('let', 'VB'), ('us', 'PRP'), ('steal', 'VB'), ('gems', 'NNS'), ('from', 'IN'), ('it', 'PRP')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('okay', 'JJ'), ('let', 'VB'), ('u', 'JJ'), ('steal', 'VB'), ('gem', 'NN'), ('from', 'IN'), ('it', 'PRP')]	Dyad1-time1-condTD.txt
MOT	 you should have  	['you', 'should', 'have']	['you', 'should', 'have']	[('you', 'PRP'), ('should', 'MD'), ('have', 'VB')]	[('you', 'PRP'), ('should', 'MD'), ('have', 'VB')]	Dyad1-time1-condTD.txt
CHI	i  i didn't press it though  	['i', 'i', 'did', 'not', 'press', 'it', 'though']	['i', 'i', 'do', 'not', 'press', 'it', 'though']	[('i', 'NN'), ('i', 'VBP'), ('did', 'VBD'), ('not', 'RB'), ('press', 'VB'), ('it', 'PRP'), ('though', 'IN')]	[('i', 'NN'), ('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('press', 'VB'), ('it', 'PRP'), ('though', 'IN')]	Dyad1-time1-condTD.txt
MOT	 you didn't press anything  	['you', 'did', 'not', 'press', 'anything']	['you', 'do', 'not', 'press', 'anything']	[('you', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('press', 'VB'), ('anything', 'NN')]	[('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('press', 'VB'), ('anything', 'NN')]	Dyad1-time1-condTD.txt
CHI	i didn't press anything   see this one doesn't have legs  	['i', 'did', 'not', 'press', 'anything', 'see', 'this', 'one', 'does', 'not', 'have', 'legs']	['i', 'do', 'not', 'press', 'anything', 'see', 'this', 'one', 'do', 'not', 'have', 'leg']	[('i', 'NN'), ('did', 'VBD'), ('not', 'RB'), ('press', 'VB'), ('anything', 'NN'), ('see', 'VB'), ('this', 'DT'), ('one', 'CD'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('legs', 'NNS')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('press', 'VB'), ('anything', 'NN'), ('see', 'VB'), ('this', 'DT'), ('one', 'CD'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('leg', 'NN')]	Dyad1-time1-condTD.txt
MOT	 i see   so you think that's a bad alien   okay so you should steal a gem from it  	['i', 'see', 'so', 'you', 'think', 'that', 'is', 'a', 'bad', 'alien', 'okay', 'so', 'you', 'should', 'steal', 'a', 'gem', 'from', 'it']	['i', 'see', 'so', 'you', 'think', 'that', 'be', 'a', 'bad', 'alien', 'okay', 'so', 'you', 'should', 'steal', 'a', 'gem', 'from', 'it']	[('i', 'NN'), ('see', 'VBP'), ('so', 'RB'), ('you', 'PRP'), ('think', 'VBP'), ('that', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('bad', 'JJ'), ('alien', 'NN'), ('okay', 'NNS'), ('so', 'IN'), ('you', 'PRP'), ('should', 'MD'), ('steal', 'VB'), ('a', 'DT'), ('gem', 'NN'), ('from', 'IN'), ('it', 'PRP')]	[('i', 'NN'), ('see', 'VBP'), ('so', 'RB'), ('you', 'PRP'), ('think', 'VBP'), ('that', 'IN'), ('be', 'VB'), ('a', 'DT'), ('bad', 'JJ'), ('alien', 'NN'), ('okay', 'NNS'), ('so', 'IN'), ('you', 'PRP'), ('should', 'MD'), ('steal', 'VB'), ('a', 'DT'), ('gem', 'NN'), ('from', 'IN'), ('it', 'PRP')]	Dyad1-time1-condTD.txt
CHI	 do we try run away  	['do', 'we', 'try', 'run', 'away']	['do', 'we', 'try', 'run', 'away']	[('do', 'VBP'), ('we', 'PRP'), ('try', 'VB'), ('run', 'VB'), ('away', 'RP')]	[('do', 'VBP'), ('we', 'PRP'), ('try', 'VB'), ('run', 'VB'), ('away', 'RP')]	Dyad1-time1-condTD.txt
MOT	no you should've asked  	['no', 'you', 'should', 'have', 'asked']	['no', 'you', 'should', 'have', 'ask']	[('no', 'DT'), ('you', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('asked', 'VBN')]	[('no', 'DT'), ('you', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('ask', 'NN')]	Dyad1-time1-condTD.txt
CHI	okay that doesn't matter then  	['okay', 'that', 'does', 'not', 'matter', 'then']	['okay', 'that', 'do', 'not', 'matter', 'then']	[('okay', 'NN'), ('that', 'WDT'), ('does', 'VBZ'), ('not', 'RB'), ('matter', 'VB'), ('then', 'RB')]	[('okay', 'NN'), ('that', 'WDT'), ('do', 'VBP'), ('not', 'RB'), ('matter', 'VB'), ('then', 'RB')]	Dyad1-time1-condTD.txt
MOT	let's see if the next one has legs   so do you think it's a friendly alien  	['let', 'us', 'see', 'if', 'the', 'next', 'one', 'has', 'legs', 'so', 'do', 'you', 'think', 'it', 'is', 'a', 'friendly', 'alien']	['let', 'u', 'see', 'if', 'the', 'next', 'one', 'have', 'legs', 'so', 'do', 'you', 'think', 'it', 'be', 'a', 'friendly', 'alien']	[('let', 'VB'), ('us', 'PRP'), ('see', 'VB'), ('if', 'IN'), ('the', 'DT'), ('next', 'JJ'), ('one', 'NN'), ('has', 'VBZ'), ('legs', 'VBN'), ('so', 'RB'), ('do', 'VB'), ('you', 'PRP'), ('think', 'VB'), ('it', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN')]	[('let', 'VB'), ('u', 'JJ'), ('see', 'VB'), ('if', 'IN'), ('the', 'DT'), ('next', 'JJ'), ('one', 'NN'), ('have', 'VBP'), ('legs', 'VBN'), ('so', 'RB'), ('do', 'VB'), ('you', 'PRP'), ('think', 'VB'), ('it', 'PRP'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN')]	Dyad1-time1-condTD.txt
CHI	do you    let's just say it's friendly  	['do', 'you', 'let', 'us', 'just', 'say', 'it', 'is', 'friendly']	['do', 'you', 'let', 'u', 'just', 'say', 'it', 'be', 'friendly']	[('do', 'VB'), ('you', 'PRP'), ('let', 'VB'), ('us', 'PRP'), ('just', 'RB'), ('say', 'VB'), ('it', 'PRP'), ('is', 'VBZ'), ('friendly', 'JJ')]	[('do', 'VB'), ('you', 'PRP'), ('let', 'VB'), ('u', 'JJ'), ('just', 'RB'), ('say', 'VB'), ('it', 'PRP'), ('be', 'VB'), ('friendly', 'JJ')]	Dyad1-time1-condTD.txt
MOT	and ask it for a gem  	['and', 'ask', 'it', 'for', 'a', 'gem']	['and', 'ask', 'it', 'for', 'a', 'gem']	[('and', 'CC'), ('ask', 'VB'), ('it', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('and', 'CC'), ('ask', 'VB'), ('it', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad1-time1-condTD.txt
CHI	 ask it for a gem  	['ask', 'it', 'for', 'a', 'gem']	['ask', 'it', 'for', 'a', 'gem']	[('ask', 'VB'), ('it', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('ask', 'VB'), ('it', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad1-time1-condTD.txt
MOT	no it's a bad alien   i don't know  i don't know if i would have figured out the pattern if there is one   they have two different  two different kinds eyes too youknow if they use like little frog eyes and they also have the like the eyes that stick up outof the top of their head   i know we said this but what did that last one have  	['no', 'it', 'is', 'a', 'bad', 'alien', 'i', 'do', 'not', 'know', 'i', 'do', 'not', 'know', 'if', 'i', 'would', 'have', 'figured', 'out', 'the', 'pattern', 'if', 'there', 'is', 'one', 'they', 'have', 'two', 'different', 'two', 'different', 'kinds', 'eyes', 'too', 'youknow', 'if', 'they', 'use', 'like', 'little', 'frog', 'eyes', 'and', 'they', 'also', 'have', 'the', 'like', 'the', 'eyes', 'that', 'stick', 'up', 'outof', 'the', 'top', 'of', 'their', 'head', 'i', 'know', 'we', 'said', 'this', 'but', 'what', 'did', 'that', 'last', 'one', 'have']	['no', 'it', 'be', 'a', 'bad', 'alien', 'i', 'do', 'not', 'know', 'i', 'do', 'not', 'know', 'if', 'i', 'would', 'have', 'figure', 'out', 'the', 'pattern', 'if', 'there', 'be', 'one', 'they', 'have', 'two', 'different', 'two', 'different', 'kind', 'eye', 'too', 'youknow', 'if', 'they', 'use', 'like', 'little', 'frog', 'eye', 'and', 'they', 'also', 'have', 'the', 'like', 'the', 'eye', 'that', 'stick', 'up', 'outof', 'the', 'top', 'of', 'their', 'head', 'i', 'know', 'we', 'say', 'this', 'but', 'what', 'do', 'that', 'last', 'one', 'have']	[('no', 'DT'), ('it', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('bad', 'JJ'), ('alien', 'NN'), ('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('i', 'RB'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('if', 'IN'), ('i', 'NN'), ('would', 'MD'), ('have', 'VB'), ('figured', 'VBN'), ('out', 'RP'), ('the', 'DT'), ('pattern', 'NN'), ('if', 'IN'), ('there', 'EX'), ('is', 'VBZ'), ('one', 'CD'), ('they', 'PRP'), ('have', 'VBP'), ('two', 'CD'), ('different', 'JJ'), ('two', 'CD'), ('different', 'JJ'), ('kinds', 'NNS'), ('eyes', 'NNS'), ('too', 'RB'), ('youknow', 'UH'), ('if', 'IN'), ('they', 'PRP'), ('use', 'VBP'), ('like', 'JJ'), ('little', 'JJ'), ('frog', 'JJ'), ('eyes', 'NNS'), ('and', 'CC'), ('they', 'PRP'), ('also', 'RB'), ('have', 'VBP'), ('the', 'DT'), ('like', 'IN'), ('the', 'DT'), ('eyes', 'NNS'), ('that', 'WDT'), ('stick', 'VBP'), ('up', 'RP'), ('outof', 'IN'), ('the', 'DT'), ('top', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('head', 'NN'), ('i', 'NN'), ('know', 'VBP'), ('we', 'PRP'), ('said', 'VBD'), ('this', 'DT'), ('but', 'CC'), ('what', 'WP'), ('did', 'VBD'), ('that', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('have', 'VBP')]	[('no', 'DT'), ('it', 'PRP'), ('be', 'VB'), ('a', 'DT'), ('bad', 'JJ'), ('alien', 'NN'), ('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('i', 'RB'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('if', 'IN'), ('i', 'NN'), ('would', 'MD'), ('have', 'VB'), ('figure', 'NN'), ('out', 'RP'), ('the', 'DT'), ('pattern', 'NN'), ('if', 'IN'), ('there', 'EX'), ('be', 'VB'), ('one', 'CD'), ('they', 'PRP'), ('have', 'VBP'), ('two', 'CD'), ('different', 'JJ'), ('two', 'CD'), ('different', 'JJ'), ('kind', 'NN'), ('eye', 'NN'), ('too', 'RB'), ('youknow', 'UH'), ('if', 'IN'), ('they', 'PRP'), ('use', 'VBP'), ('like', 'JJ'), ('little', 'JJ'), ('frog', 'NN'), ('eye', 'NN'), ('and', 'CC'), ('they', 'PRP'), ('also', 'RB'), ('have', 'VBP'), ('the', 'DT'), ('like', 'IN'), ('the', 'DT'), ('eye', 'NN'), ('that', 'WDT'), ('stick', 'VBZ'), ('up', 'RP'), ('outof', 'IN'), ('the', 'DT'), ('top', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('head', 'NN'), ('i', 'NN'), ('know', 'VBP'), ('we', 'PRP'), ('say', 'VBP'), ('this', 'DT'), ('but', 'CC'), ('what', 'WDT'), ('do', 'VBP'), ('that', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('have', 'VBP')]	Dyad1-time1-condTD.txt
CHI	i say friendly  	['i', 'say', 'friendly']	['i', 'say', 'friendly']	[('i', 'NNS'), ('say', 'VBP'), ('friendly', 'RB')]	[('i', 'NNS'), ('say', 'VBP'), ('friendly', 'RB')]	Dyad1-time1-condTD.txt
MOT	you think it's friendly   okay go for it you going to ask for a gem or wave at it  	['you', 'think', 'it', 'is', 'friendly', 'okay', 'go', 'for', 'it', 'you', 'going', 'to', 'ask', 'for', 'a', 'gem', 'or', 'wave', 'at', 'it']	['you', 'think', 'it', 'be', 'friendly', 'okay', 'go', 'for', 'it', 'you', 'go', 'to', 'ask', 'for', 'a', 'gem', 'or', 'wave', 'at', 'it']	[('you', 'PRP'), ('think', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('friendly', 'JJ'), ('okay', 'JJ'), ('go', 'NN'), ('for', 'IN'), ('it', 'PRP'), ('you', 'PRP'), ('going', 'VBG'), ('to', 'TO'), ('ask', 'VB'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN'), ('or', 'CC'), ('wave', 'NN'), ('at', 'IN'), ('it', 'PRP')]	[('you', 'PRP'), ('think', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('friendly', 'JJ'), ('okay', 'JJ'), ('go', 'NN'), ('for', 'IN'), ('it', 'PRP'), ('you', 'PRP'), ('go', 'VBP'), ('to', 'TO'), ('ask', 'VB'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN'), ('or', 'CC'), ('wave', 'NN'), ('at', 'IN'), ('it', 'PRP')]	Dyad1-time1-condTD.txt
CHI	wave at it  	['wave', 'at', 'it']	['wave', 'at', 'it']	[('wave', 'NN'), ('at', 'IN'), ('it', 'PRP')]	[('wave', 'NN'), ('at', 'IN'), ('it', 'PRP')]	Dyad1-time1-condTD.txt
MOT	okay woohoo  	['okay', 'woohoo']	['okay', 'woohoo']	[('okay', 'NN'), ('woohoo', 'NN')]	[('okay', 'NN'), ('woohoo', 'NN')]	Dyad1-time1-condTD.txt
CHI	we waved at it yay  	['we', 'waved', 'at', 'it', 'yay']	['we', 'wave', 'at', 'it', 'yay']	[('we', 'PRP'), ('waved', 'VBD'), ('at', 'IN'), ('it', 'PRP'), ('yay', 'VB')]	[('we', 'PRP'), ('wave', 'VBP'), ('at', 'IN'), ('it', 'PRP'), ('yay', 'VB')]	Dyad1-time1-condTD.txt
MOT	now it has those eyes   i don't think it makes a difference  	['now', 'it', 'has', 'those', 'eyes', 'i', 'do', 'not', 'think', 'it', 'makes', 'a', 'difference']	['now', 'it', 'have', 'those', 'eye', 'i', 'do', 'not', 'think', 'it', 'make', 'a', 'difference']	[('now', 'RB'), ('it', 'PRP'), ('has', 'VBZ'), ('those', 'DT'), ('eyes', 'NNS'), ('i', 'VBP'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('it', 'PRP'), ('makes', 'VBZ'), ('a', 'DT'), ('difference', 'NN')]	[('now', 'RB'), ('it', 'PRP'), ('have', 'VBP'), ('those', 'DT'), ('eye', 'NN'), ('i', 'RB'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('it', 'PRP'), ('make', 'VB'), ('a', 'DT'), ('difference', 'NN')]	Dyad1-time1-condTD.txt
CHI	what do you say bad or good  	['what', 'do', 'you', 'say', 'bad', 'or', 'good']	['what', 'do', 'you', 'say', 'bad', 'or', 'good']	[('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('say', 'VB'), ('bad', 'JJ'), ('or', 'CC'), ('good', 'JJ')]	[('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('say', 'VB'), ('bad', 'JJ'), ('or', 'CC'), ('good', 'JJ')]	Dyad1-time1-condTD.txt
MOT	i think it's a friendly   what do you think   you think it's a bad one   what do you makes it what makes you think  	['i', 'think', 'it', 'is', 'a', 'friendly', 'what', 'do', 'you', 'think', 'you', 'think', 'it', 'is', 'a', 'bad', 'one', 'what', 'do', 'you', 'makes', 'it', 'what', 'makes', 'you', 'think']	['i', 'think', 'it', 'be', 'a', 'friendly', 'what', 'do', 'you', 'think', 'you', 'think', 'it', 'be', 'a', 'bad', 'one', 'what', 'do', 'you', 'make', 'it', 'what', 'make', 'you', 'think']	[('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('friendly', 'JJ'), ('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('think', 'VB'), ('you', 'PRP'), ('think', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('bad', 'JJ'), ('one', 'CD'), ('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('makes', 'VBZ'), ('it', 'PRP'), ('what', 'WP'), ('makes', 'VBZ'), ('you', 'PRP'), ('think', 'VB')]	[('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('think', 'VB'), ('you', 'PRP'), ('think', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('a', 'DT'), ('bad', 'JJ'), ('one', 'CD'), ('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('make', 'VB'), ('it', 'PRP'), ('what', 'WDT'), ('make', 'VBP'), ('you', 'PRP'), ('think', 'VBP')]	Dyad1-time1-condTD.txt
CHI	well see as these eyes are blue but doesn't  	['well', 'see', 'as', 'these', 'eyes', 'are', 'blue', 'but', 'does', 'not']	['well', 'see', 'a', 'these', 'eye', 'be', 'blue', 'but', 'do', 'not']	[('well', 'RB'), ('see', 'VB'), ('as', 'IN'), ('these', 'DT'), ('eyes', 'NNS'), ('are', 'VBP'), ('blue', 'JJ'), ('but', 'CC'), ('does', 'VBZ'), ('not', 'RB')]	[('well', 'RB'), ('see', 'VB'), ('a', 'DT'), ('these', 'DT'), ('eye', 'NN'), ('be', 'VB'), ('blue', 'JJ'), ('but', 'CC'), ('do', 'VBP'), ('not', 'RB')]	Dyad1-time1-condTD.txt
MOT	 you think it's their color  	['you', 'think', 'it', 'is', 'their', 'color']	['you', 'think', 'it', 'be', 'their', 'color']	[('you', 'PRP'), ('think', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('their', 'PRP$'), ('color', 'NN')]	[('you', 'PRP'), ('think', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('their', 'PRP$'), ('color', 'NN')]	Dyad1-time1-condTD.txt
CHI	it  it  it looks like remember the first time we had bad aliens that looked like that  	['it', 'it', 'it', 'looks', 'like', 'remember', 'the', 'first', 'time', 'we', 'had', 'bad', 'aliens', 'that', 'looked', 'like', 'that']	['it', 'it', 'it', 'look', 'like', 'remember', 'the', 'first', 'time', 'we', 'have', 'bad', 'alien', 'that', 'look', 'like', 'that']	[('it', 'PRP'), ('it', 'PRP'), ('it', 'PRP'), ('looks', 'VBZ'), ('like', 'IN'), ('remember', 'VB'), ('the', 'DT'), ('first', 'JJ'), ('time', 'NN'), ('we', 'PRP'), ('had', 'VBD'), ('bad', 'JJ'), ('aliens', 'NNS'), ('that', 'IN'), ('looked', 'VBD'), ('like', 'IN'), ('that', 'DT')]	[('it', 'PRP'), ('it', 'PRP'), ('it', 'PRP'), ('look', 'VBZ'), ('like', 'IN'), ('remember', 'VB'), ('the', 'DT'), ('first', 'JJ'), ('time', 'NN'), ('we', 'PRP'), ('have', 'VBP'), ('bad', 'JJ'), ('alien', 'NN'), ('that', 'WDT'), ('look', 'VBP'), ('like', 'IN'), ('that', 'DT')]	Dyad1-time1-condTD.txt
MOT	okay let's go for a bad alien   you gonna steal from it or run away  	['okay', 'let', 'us', 'go', 'for', 'a', 'bad', 'alien', 'you', 'gon', 'na', 'steal', 'from', 'it', 'or', 'run', 'away']	['okay', 'let', 'u', 'go', 'for', 'a', 'bad', 'alien', 'you', 'gon', 'na', 'steal', 'from', 'it', 'or', 'run', 'away']	[('okay', 'JJ'), ('let', 'VB'), ('us', 'PRP'), ('go', 'VB'), ('for', 'IN'), ('a', 'DT'), ('bad', 'JJ'), ('alien', 'NN'), ('you', 'PRP'), ('gon', 'VBP'), ('na', 'TO'), ('steal', 'VB'), ('from', 'IN'), ('it', 'PRP'), ('or', 'CC'), ('run', 'VB'), ('away', 'RP')]	[('okay', 'JJ'), ('let', 'NN'), ('u', 'JJ'), ('go', 'VB'), ('for', 'IN'), ('a', 'DT'), ('bad', 'JJ'), ('alien', 'NN'), ('you', 'PRP'), ('gon', 'VBP'), ('na', 'TO'), ('steal', 'VB'), ('from', 'IN'), ('it', 'PRP'), ('or', 'CC'), ('run', 'VB'), ('away', 'RP')]	Dyad1-time1-condTD.txt
CHI	steal from it aw run away  	['steal', 'from', 'it', 'aw', 'run', 'away']	['steal', 'from', 'it', 'aw', 'run', 'away']	[('steal', 'NN'), ('from', 'IN'), ('it', 'PRP'), ('aw', 'VBZ'), ('run', 'VBN'), ('away', 'RB')]	[('steal', 'NN'), ('from', 'IN'), ('it', 'PRP'), ('aw', 'VBZ'), ('run', 'VBN'), ('away', 'RB')]	Dyad1-time1-condTD.txt
MOT	aw we should have run away from it it was a bad alien though   so are blue  	['aw', 'we', 'should', 'have', 'run', 'away', 'from', 'it', 'it', 'was', 'a', 'bad', 'alien', 'though', 'so', 'are', 'blue']	['aw', 'we', 'should', 'have', 'run', 'away', 'from', 'it', 'it', 'be', 'a', 'bad', 'alien', 'though', 'so', 'be', 'blue']	[('aw', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('run', 'VBN'), ('away', 'RB'), ('from', 'IN'), ('it', 'PRP'), ('it', 'PRP'), ('was', 'VBD'), ('a', 'DT'), ('bad', 'JJ'), ('alien', 'NN'), ('though', 'IN'), ('so', 'RB'), ('are', 'VBP'), ('blue', 'JJ')]	[('aw', 'IN'), ('we', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('run', 'VBN'), ('away', 'RB'), ('from', 'IN'), ('it', 'PRP'), ('it', 'PRP'), ('be', 'VB'), ('a', 'DT'), ('bad', 'JJ'), ('alien', 'NN'), ('though', 'IN'), ('so', 'RB'), ('be', 'VB'), ('blue', 'JJ')]	Dyad1-time1-condTD.txt
CHI	maybe blue was eyes and spots   okay you ready  	['maybe', 'blue', 'was', 'eyes', 'and', 'spots', 'okay', 'you', 'ready']	['maybe', 'blue', 'be', 'eye', 'and', 'spot', 'okay', 'you', 'ready']	[('maybe', 'RB'), ('blue', 'NN'), ('was', 'VBD'), ('eyes', 'NNS'), ('and', 'CC'), ('spots', 'NNS'), ('okay', 'VBP'), ('you', 'PRP'), ('ready', 'JJ')]	[('maybe', 'RB'), ('blue', 'JJ'), ('be', 'VB'), ('eye', 'NN'), ('and', 'CC'), ('spot', 'NN'), ('okay', 'NN'), ('you', 'PRP'), ('ready', 'VBP')]	Dyad1-time1-condTD.txt
MOT	so that's like good alien  	['so', 'that', 'is', 'like', 'good', 'alien']	['so', 'that', 'be', 'like', 'good', 'alien']	[('so', 'RB'), ('that', 'DT'), ('is', 'VBZ'), ('like', 'IN'), ('good', 'JJ'), ('alien', 'NN')]	[('so', 'RB'), ('that', 'RB'), ('be', 'VB'), ('like', 'IN'), ('good', 'JJ'), ('alien', 'NN')]	Dyad1-time1-condTD.txt
CHI	that one looks a   it comes a good alien  	['that', 'one', 'looks', 'a', 'it', 'comes', 'a', 'good', 'alien']	['that', 'one', 'look', 'a', 'it', 'come', 'a', 'good', 'alien']	[('that', 'DT'), ('one', 'CD'), ('looks', 'VBZ'), ('a', 'DT'), ('it', 'PRP'), ('comes', 'VBZ'), ('a', 'DT'), ('good', 'JJ'), ('alien', 'NN')]	[('that', 'DT'), ('one', 'CD'), ('look', 'NN'), ('a', 'DT'), ('it', 'PRP'), ('come', 'VB'), ('a', 'DT'), ('good', 'JJ'), ('alien', 'NN')]	Dyad1-time1-condTD.txt
MOT	okay so should we ask or should we wave i forget  	['okay', 'so', 'should', 'we', 'ask', 'or', 'should', 'we', 'wave', 'i', 'forget']	['okay', 'so', 'should', 'we', 'ask', 'or', 'should', 'we', 'wave', 'i', 'forget']	[('okay', 'NNS'), ('so', 'RB'), ('should', 'MD'), ('we', 'PRP'), ('ask', 'VB'), ('or', 'CC'), ('should', 'MD'), ('we', 'PRP'), ('wave', 'VB'), ('i', 'NNS'), ('forget', 'VBP')]	[('okay', 'NNS'), ('so', 'RB'), ('should', 'MD'), ('we', 'PRP'), ('ask', 'VB'), ('or', 'CC'), ('should', 'MD'), ('we', 'PRP'), ('wave', 'VB'), ('i', 'NNS'), ('forget', 'VBP')]	Dyad1-time1-condTD.txt
CHI	 let's ask him for one  	['let', 'us', 'ask', 'him', 'for', 'one']	['let', 'u', 'ask', 'him', 'for', 'one']	[('let', 'VB'), ('us', 'PRP'), ('ask', 'VB'), ('him', 'PRP'), ('for', 'IN'), ('one', 'CD')]	[('let', 'VB'), ('u', 'JJ'), ('ask', 'VB'), ('him', 'PRP'), ('for', 'IN'), ('one', 'CD')]	Dyad1-time1-condTD.txt
