original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
86	CHI	'cause he's poor he doesn't have gems how do we find out which one's poor and which one's   okay that guy is spots blue buff legs weird eyes   weak arms  	"['because', 'he', 'is', 'poor', 'he', 'does', 'not', 'have', 'gems', 'how', 'do', 'we', 'find', 'out', 'which', 'one', ""'s"", 'poor', 'and', 'which', 'one', ""'s"", 'okay', 'that', 'guy', 'is', 'spots', 'blue', 'buff', 'legs', 'weird', 'eyes', 'weak', 'arms']"	"['because', 'he', 'be', 'poor', 'he', 'do', 'not', 'have', 'gem', 'how', 'do', 'we', 'find', 'out', 'which', 'one', ""'s"", 'poor', 'and', 'which', 'one', ""'s"", 'okay', 'that', 'guy', 'be', 'spots', 'blue', 'buff', 'legs', 'weird', 'eye', 'weak', 'arm']"	"[('because', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('poor', 'JJ'), ('he', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('gems', 'NNS'), ('how', 'WRB'), ('do', 'VBP'), ('we', 'PRP'), ('find', 'VB'), ('out', 'RP'), ('which', 'WDT'), ('one', 'NN'), (""'s"", 'POS'), ('poor', 'JJ'), ('and', 'CC'), ('which', 'WDT'), ('one', 'NN'), (""'s"", 'POS'), ('okay', 'NN'), ('that', 'IN'), ('guy', 'NN'), ('is', 'VBZ'), ('spots', 'JJ'), ('blue', 'JJ'), ('buff', 'NN'), ('legs', 'JJ'), ('weird', 'JJ'), ('eyes', 'NNS'), ('weak', 'JJ'), ('arms', 'NNS')]"	"[('because', 'IN'), ('he', 'PRP'), ('be', 'VB'), ('poor', 'JJ'), ('he', 'PRP'), ('do', 'VB'), ('not', 'RB'), ('have', 'VB'), ('gem', 'NN'), ('how', 'WRB'), ('do', 'VBP'), ('we', 'PRP'), ('find', 'VB'), ('out', 'RP'), ('which', 'WDT'), ('one', 'NN'), (""'s"", 'POS'), ('poor', 'JJ'), ('and', 'CC'), ('which', 'WDT'), ('one', 'NN'), (""'s"", 'POS'), ('okay', 'NN'), ('that', 'IN'), ('guy', 'NN'), ('be', 'VB'), ('spots', 'VBN'), ('blue', 'JJ'), ('buff', 'NN'), ('legs', 'JJ'), ('weird', 'JJ'), ('eye', 'NN'), ('weak', 'JJ'), ('arm', 'NN')]"	Dyad4-time1-condTD.txt	time1-time1-condTD
87	MOT	spots big eyes upward  	['spots', 'big', 'eyes', 'upward']	['spot', 'big', 'eye', 'upward']	[('spots', 'NNS'), ('big', 'JJ'), ('eyes', 'NNS'), ('upward', 'RB')]	[('spot', 'NN'), ('big', 'JJ'), ('eye', 'NN'), ('upward', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
88	CHI	spots blue   eyes arms and legs that's five  	['spots', 'blue', 'eyes', 'arms', 'and', 'legs', 'that', 'is', 'five']	['spot', 'blue', 'eye', 'arm', 'and', 'leg', 'that', 'be', 'five']	[('spots', 'NNS'), ('blue', 'JJ'), ('eyes', 'NNS'), ('arms', 'NNS'), ('and', 'CC'), ('legs', 'NNS'), ('that', 'WDT'), ('is', 'VBZ'), ('five', 'CD')]	[('spot', 'NN'), ('blue', 'JJ'), ('eye', 'NN'), ('arm', 'NN'), ('and', 'CC'), ('leg', 'NN'), ('that', 'IN'), ('be', 'VB'), ('five', 'CD')]	Dyad4-time1-condTD.txt	time1-time1-condTD
89	MOT	sure i feel like we need to write all this crap down   no they're friendly  	['sure', 'i', 'feel', 'like', 'we', 'need', 'to', 'write', 'all', 'this', 'crap', 'down', 'no', 'they', 'are', 'friendly']	['sure', 'i', 'feel', 'like', 'we', 'need', 'to', 'write', 'all', 'this', 'crap', 'down', 'no', 'they', 'be', 'friendly']	[('sure', 'JJ'), ('i', 'JJ'), ('feel', 'VBP'), ('like', 'IN'), ('we', 'PRP'), ('need', 'VBP'), ('to', 'TO'), ('write', 'VB'), ('all', 'PDT'), ('this', 'DT'), ('crap', 'NN'), ('down', 'RP'), ('no', 'DT'), ('they', 'PRP'), ('are', 'VBP'), ('friendly', 'JJ')]	[('sure', 'JJ'), ('i', 'JJ'), ('feel', 'VBP'), ('like', 'IN'), ('we', 'PRP'), ('need', 'VBP'), ('to', 'TO'), ('write', 'VB'), ('all', 'PDT'), ('this', 'DT'), ('crap', 'NN'), ('down', 'RP'), ('no', 'DT'), ('they', 'PRP'), ('be', 'VB'), ('friendly', 'JJ')]	Dyad2-time1-condTD.txt	time1-time1-condTD
90	CHI	think he's friendly  	['think', 'he', 'is', 'friendly']	['think', 'he', 'be', 'friendly']	[('think', 'NN'), ('he', 'PRP'), ('is', 'VBZ'), ('friendly', 'JJ')]	[('think', 'VB'), ('he', 'PRP'), ('be', 'VB'), ('friendly', 'JJ')]	Dyad4-time1-condTD.txt	time1-time1-condTD
91	MOT	it's gotta be eyes   'cause that's not gonna be a friendly one that's one you try and steal from  	['it', 'is', 'got', 'ta', 'be', 'eyes', 'because', 'that', 'is', 'not', 'gon', 'na', 'be', 'a', 'friendly', 'one', 'that', 'is', 'one', 'you', 'try', 'and', 'steal', 'from']	['it', 'be', 'get', 'ta', 'be', 'eye', 'because', 'that', 'be', 'not', 'gon', 'na', 'be', 'a', 'friendly', 'one', 'that', 'be', 'one', 'you', 'try', 'and', 'steal', 'from']	[('it', 'PRP'), ('is', 'VBZ'), ('got', 'VBD'), ('ta', 'RB'), ('be', 'VB'), ('eyes', 'NNS'), ('because', 'IN'), ('that', 'DT'), ('is', 'VBZ'), ('not', 'RB'), ('gon', 'VBN'), ('na', 'RB'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('one', 'NN'), ('that', 'WDT'), ('is', 'VBZ'), ('one', 'CD'), ('you', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('steal', 'VBP'), ('from', 'IN')]	[('it', 'PRP'), ('be', 'VB'), ('get', 'VBN'), ('ta', 'JJ'), ('be', 'VB'), ('eye', 'NN'), ('because', 'IN'), ('that', 'DT'), ('be', 'VB'), ('not', 'RB'), ('gon', 'VB'), ('na', 'TO'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('one', 'CD'), ('that', 'WDT'), ('be', 'VB'), ('one', 'CD'), ('you', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('steal', 'VBP'), ('from', 'IN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
92	CHI	wave or ask  	['wave', 'or', 'ask']	['wave', 'or', 'ask']	[('wave', 'NN'), ('or', 'CC'), ('ask', 'VB')]	[('wave', 'NN'), ('or', 'CC'), ('ask', 'VB')]	Dyad4-time1-condTD.txt	time1-time1-condTD
93	MOT	but again i think     it's not  spots is not consistent   why are they friendly   go we're halfway through man we're blowing this  	['but', 'again', 'i', 'think', 'it', 'is', 'not', 'spots', 'is', 'not', 'consistent', 'why', 'are', 'they', 'friendly', 'go', 'we', 'are', 'halfway', 'through', 'man', 'we', 'are', 'blowing', 'this']	['but', 'again', 'i', 'think', 'it', 'be', 'not', 'spot', 'be', 'not', 'consistent', 'why', 'be', 'they', 'friendly', 'go', 'we', 'be', 'halfway', 'through', 'man', 'we', 'be', 'blow', 'this']	[('but', 'CC'), ('again', 'RB'), ('i', 'JJ'), ('think', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('spots', 'NNS'), ('is', 'VBZ'), ('not', 'RB'), ('consistent', 'JJ'), ('why', 'WRB'), ('are', 'VBP'), ('they', 'PRP'), ('friendly', 'RB'), ('go', 'VBP'), ('we', 'PRP'), ('are', 'VBP'), ('halfway', 'RB'), ('through', 'IN'), ('man', 'NN'), ('we', 'PRP'), ('are', 'VBP'), ('blowing', 'VBG'), ('this', 'DT')]	[('but', 'CC'), ('again', 'RB'), ('i', 'JJ'), ('think', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('spot', 'RB'), ('be', 'VB'), ('not', 'RB'), ('consistent', 'JJ'), ('why', 'WRB'), ('be', 'VB'), ('they', 'PRP'), ('friendly', 'RB'), ('go', 'VBP'), ('we', 'PRP'), ('be', 'VB'), ('halfway', 'VBN'), ('through', 'IN'), ('man', 'NN'), ('we', 'PRP'), ('be', 'VB'), ('blow', 'IN'), ('this', 'DT')]	Dyad2-time1-condTD.txt	time1-time1-condTD
94	CHI	ask he's bad   so he mugged us  	['ask', 'he', 'is', 'bad', 'so', 'he', 'mugged', 'us']	['ask', 'he', 'be', 'bad', 'so', 'he', 'mug', 'u']	[('ask', 'NN'), ('he', 'PRP'), ('is', 'VBZ'), ('bad', 'JJ'), ('so', 'RB'), ('he', 'PRP'), ('mugged', 'VBD'), ('us', 'PRP')]	[('ask', 'NN'), ('he', 'PRP'), ('be', 'VB'), ('bad', 'JJ'), ('so', 'IN'), ('he', 'PRP'), ('mug', 'VBZ'), ('u', 'JJ')]	Dyad4-time1-condTD.txt	time1-time1-condTD
95	MOT	spots so it has gems  	['spots', 'so', 'it', 'has', 'gems']	['spot', 'so', 'it', 'have', 'gem']	[('spots', 'NNS'), ('so', 'IN'), ('it', 'PRP'), ('has', 'VBZ'), ('gems', 'NNS')]	[('spot', 'NN'), ('so', 'IN'), ('it', 'PRP'), ('have', 'VBP'), ('gem', 'VBN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
96	CHI	okay this guy's the same just with   normal eyes  	"['okay', 'this', 'guy', ""'s"", 'the', 'same', 'just', 'with', 'normal', 'eyes']"	"['okay', 'this', 'guy', ""'s"", 'the', 'same', 'just', 'with', 'normal', 'eye']"	"[('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('same', 'JJ'), ('just', 'RB'), ('with', 'IN'), ('normal', 'JJ'), ('eyes', 'NNS')]"	"[('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('same', 'JJ'), ('just', 'RB'), ('with', 'IN'), ('normal', 'JJ'), ('eye', 'NN')]"	Dyad4-time1-condTD.txt	time1-time1-condTD
97	MOT	give it a whirl  	['give', 'it', 'a', 'whirl']	['give', 'it', 'a', 'whirl']	[('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('whirl', 'NN')]	[('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('whirl', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
98	CHI	he seems like a good chap   just keep asking  	['he', 'seems', 'like', 'a', 'good', 'chap', 'just', 'keep', 'asking']	['he', 'seem', 'like', 'a', 'good', 'chap', 'just', 'keep', 'ask']	[('he', 'PRP'), ('seems', 'VBZ'), ('like', 'IN'), ('a', 'DT'), ('good', 'JJ'), ('chap', 'NN'), ('just', 'RB'), ('keep', 'VB'), ('asking', 'VBG')]	[('he', 'PRP'), ('seem', 'VBP'), ('like', 'IN'), ('a', 'DT'), ('good', 'JJ'), ('chap', 'NN'), ('just', 'RB'), ('keep', 'VB'), ('ask', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
99	MOT	i don't think there are any that you steal from  	['i', 'do', 'not', 'think', 'there', 'are', 'any', 'that', 'you', 'steal', 'from']	['i', 'do', 'not', 'think', 'there', 'be', 'any', 'that', 'you', 'steal', 'from']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('there', 'EX'), ('are', 'VBP'), ('any', 'DT'), ('that', 'IN'), ('you', 'PRP'), ('steal', 'VBP'), ('from', 'IN')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('there', 'RB'), ('be', 'VB'), ('any', 'DT'), ('that', 'IN'), ('you', 'PRP'), ('steal', 'VBP'), ('from', 'IN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
100	CHI	we have zero points  	['we', 'have', 'zero', 'points']	['we', 'have', 'zero', 'point']	[('we', 'PRP'), ('have', 'VBP'), ('zero', 'CD'), ('points', 'NNS')]	[('we', 'PRP'), ('have', 'VBP'), ('zero', 'CD'), ('point', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
101	MOT	i don't think you steal  	['i', 'do', 'not', 'think', 'you', 'steal']	['i', 'do', 'not', 'think', 'you', 'steal']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('you', 'PRP'), ('steal', 'VB')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('you', 'PRP'), ('steal', 'VB')]	Dyad2-time1-condTD.txt	time1-time1-condTD
102	CHI	well no but the guy with the weird eyes before this one was a good guy  	['well', 'no', 'but', 'the', 'guy', 'with', 'the', 'weird', 'eyes', 'before', 'this', 'one', 'was', 'a', 'good', 'guy']	['well', 'no', 'but', 'the', 'guy', 'with', 'the', 'weird', 'eye', 'before', 'this', 'one', 'be', 'a', 'good', 'guy']	[('well', 'RB'), ('no', 'DT'), ('but', 'CC'), ('the', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('the', 'DT'), ('weird', 'JJ'), ('eyes', 'NNS'), ('before', 'IN'), ('this', 'DT'), ('one', 'NN'), ('was', 'VBD'), ('a', 'DT'), ('good', 'JJ'), ('guy', 'NN')]	[('well', 'RB'), ('no', 'DT'), ('but', 'CC'), ('the', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('the', 'DT'), ('weird', 'JJ'), ('eye', 'NN'), ('before', 'IN'), ('this', 'DT'), ('one', 'CD'), ('be', 'VB'), ('a', 'DT'), ('good', 'JJ'), ('guy', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
103	MOT	spots this is the same friendly one  	['spots', 'this', 'is', 'the', 'same', 'friendly', 'one']	['spot', 'this', 'be', 'the', 'same', 'friendly', 'one']	[('spots', 'NNS'), ('this', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('same', 'JJ'), ('friendly', 'JJ'), ('one', 'CD')]	[('spot', 'NN'), ('this', 'DT'), ('be', 'VB'), ('the', 'DT'), ('same', 'JJ'), ('friendly', 'JJ'), ('one', 'CD')]	Dyad2-time1-condTD.txt	time1-time1-condTD
104	CHI	it's alright we still have more  we have more chances this is the same one wait buff legs though   alright so this could help us determine what buff legs mean  	['it', 'is', 'alright', 'we', 'still', 'have', 'more', 'we', 'have', 'more', 'chances', 'this', 'is', 'the', 'same', 'one', 'wait', 'buff', 'legs', 'though', 'alright', 'so', 'this', 'could', 'help', 'us', 'determine', 'what', 'buff', 'legs', 'mean']	['it', 'be', 'alright', 'we', 'still', 'have', 'more', 'we', 'have', 'more', 'chance', 'this', 'be', 'the', 'same', 'one', 'wait', 'buff', 'legs', 'though', 'alright', 'so', 'this', 'could', 'help', 'u', 'determine', 'what', 'buff', 'legs', 'mean']	[('it', 'PRP'), ('is', 'VBZ'), ('alright', 'VBN'), ('we', 'PRP'), ('still', 'RB'), ('have', 'VBP'), ('more', 'JJR'), ('we', 'PRP'), ('have', 'VBP'), ('more', 'JJR'), ('chances', 'NNS'), ('this', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('same', 'JJ'), ('one', 'CD'), ('wait', 'NN'), ('buff', 'NN'), ('legs', 'VBZ'), ('though', 'IN'), ('alright', 'RB'), ('so', 'RB'), ('this', 'DT'), ('could', 'MD'), ('help', 'VB'), ('us', 'PRP'), ('determine', 'VB'), ('what', 'WP'), ('buff', 'NN'), ('legs', 'VBD'), ('mean', 'JJ')]	[('it', 'PRP'), ('be', 'VB'), ('alright', 'VBN'), ('we', 'PRP'), ('still', 'RB'), ('have', 'VBP'), ('more', 'JJR'), ('we', 'PRP'), ('have', 'VBP'), ('more', 'JJR'), ('chance', 'NN'), ('this', 'DT'), ('be', 'VB'), ('the', 'DT'), ('same', 'JJ'), ('one', 'CD'), ('wait', 'NN'), ('buff', 'NN'), ('legs', 'VBZ'), ('though', 'IN'), ('alright', 'RB'), ('so', 'RB'), ('this', 'DT'), ('could', 'MD'), ('help', 'VB'), ('u', 'VB'), ('determine', 'VB'), ('what', 'WP'), ('buff', 'NN'), ('legs', 'VBD'), ('mean', 'JJ')]	Dyad4-time1-condTD.txt	time1-time1-condTD
105	MOT	can we    yeah goahead   gotta wave at him   okay go  	['can', 'we', 'yeah', 'goahead', 'got', 'ta', 'wave', 'at', 'him', 'okay', 'go']	['can', 'we', 'yeah', 'goahead', 'get', 'ta', 'wave', 'at', 'him', 'okay', 'go']	[('can', 'MD'), ('we', 'PRP'), ('yeah', 'VB'), ('goahead', 'UH'), ('got', 'VBD'), ('ta', 'JJ'), ('wave', 'NN'), ('at', 'IN'), ('him', 'PRP'), ('okay', 'VBP'), ('go', 'VB')]	[('can', 'MD'), ('we', 'PRP'), ('yeah', 'VB'), ('goahead', 'UH'), ('get', 'VB'), ('ta', 'JJ'), ('wave', 'NN'), ('at', 'IN'), ('him', 'PRP'), ('okay', 'VBP'), ('go', 'VB')]	Dyad2-time1-condTD.txt	time1-time1-condTD
106	CHI	maybe buff legs mean big pocket means steal   no okay buff legs friendly no money wave  	['maybe', 'buff', 'legs', 'mean', 'big', 'pocket', 'means', 'steal', 'no', 'okay', 'buff', 'legs', 'friendly', 'no', 'money', 'wave']	['maybe', 'buff', 'leg', 'mean', 'big', 'pocket', 'mean', 'steal', 'no', 'okay', 'buff', 'leg', 'friendly', 'no', 'money', 'wave']	[('maybe', 'RB'), ('buff', 'NN'), ('legs', 'NNS'), ('mean', 'VBP'), ('big', 'JJ'), ('pocket', 'NN'), ('means', 'VBZ'), ('steal', 'JJ'), ('no', 'DT'), ('okay', 'JJ'), ('buff', 'NN'), ('legs', 'NNS'), ('friendly', 'JJ'), ('no', 'DT'), ('money', 'NN'), ('wave', 'NN')]	[('maybe', 'RB'), ('buff', 'NN'), ('leg', 'NN'), ('mean', 'VBP'), ('big', 'JJ'), ('pocket', 'NN'), ('mean', 'JJ'), ('steal', 'NN'), ('no', 'DT'), ('okay', 'NN'), ('buff', 'NN'), ('leg', 'NN'), ('friendly', 'JJ'), ('no', 'DT'), ('money', 'NN'), ('wave', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
107	MOT	goahead i'm not convinced but  	['goahead', 'i', 'am', 'not', 'convinced', 'but']	['goahead', 'i', 'be', 'not', 'convince', 'but']	[('goahead', 'UH'), ('i', 'NN'), ('am', 'VBP'), ('not', 'RB'), ('convinced', 'VBN'), ('but', 'CC')]	[('goahead', 'UH'), ('i', 'NN'), ('be', 'VB'), ('not', 'RB'), ('convince', 'NN'), ('but', 'CC')]	Dyad2-time1-condTD.txt	time1-time1-condTD
108	CHI	arms down   just a big old butt okay this is  guy's the same no spots and green   no spots and green  	"['arms', 'down', 'just', 'a', 'big', 'old', 'butt', 'okay', 'this', 'is', 'guy', ""'s"", 'the', 'same', 'no', 'spots', 'and', 'green', 'no', 'spots', 'and', 'green']"	"['arm', 'down', 'just', 'a', 'big', 'old', 'butt', 'okay', 'this', 'be', 'guy', ""'s"", 'the', 'same', 'no', 'spot', 'and', 'green', 'no', 'spot', 'and', 'green']"	"[('arms', 'NNS'), ('down', 'RP'), ('just', 'RB'), ('a', 'DT'), ('big', 'JJ'), ('old', 'JJ'), ('butt', 'NN'), ('okay', 'NN'), ('this', 'DT'), ('is', 'VBZ'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('same', 'JJ'), ('no', 'DT'), ('spots', 'NNS'), ('and', 'CC'), ('green', 'JJ'), ('no', 'DT'), ('spots', 'NNS'), ('and', 'CC'), ('green', 'JJ')]"	"[('arm', 'NN'), ('down', 'RP'), ('just', 'RB'), ('a', 'DT'), ('big', 'JJ'), ('old', 'JJ'), ('butt', 'NN'), ('okay', 'NN'), ('this', 'DT'), ('be', 'VB'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('same', 'JJ'), ('no', 'DT'), ('spot', 'NN'), ('and', 'CC'), ('green', 'JJ'), ('no', 'DT'), ('spot', 'NN'), ('and', 'CC'), ('green', 'JJ')]"	Dyad4-time1-condTD.txt	time1-time1-condTD
109	MOT	red eyes spots upward posture  	['red', 'eyes', 'spots', 'upward', 'posture']	['red', 'eye', 'spot', 'upward', 'posture']	[('red', 'JJ'), ('eyes', 'NNS'), ('spots', 'NNS'), ('upward', 'JJ'), ('posture', 'NN')]	[('red', 'JJ'), ('eye', 'NN'), ('spot', 'NN'), ('upward', 'JJ'), ('posture', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
110	CHI	ugh okay green sofar has not been successful so do we wave  	['ugh', 'okay', 'green', 'sofar', 'has', 'not', 'been', 'successful', 'so', 'do', 'we', 'wave']	['ugh', 'okay', 'green', 'sofar', 'have', 'not', 'be', 'successful', 'so', 'do', 'we', 'wave']	[('ugh', 'JJ'), ('okay', 'NN'), ('green', 'NN'), ('sofar', 'RB'), ('has', 'VBZ'), ('not', 'RB'), ('been', 'VBN'), ('successful', 'JJ'), ('so', 'RB'), ('do', 'VBP'), ('we', 'PRP'), ('wave', 'VB')]	[('ugh', 'JJ'), ('okay', 'NN'), ('green', 'NN'), ('sofar', 'RB'), ('have', 'VBP'), ('not', 'RB'), ('be', 'VB'), ('successful', 'JJ'), ('so', 'RB'), ('do', 'VBP'), ('we', 'PRP'), ('wave', 'VB')]	Dyad4-time1-condTD.txt	time1-time1-condTD
111	MOT	red eyes upward posture but small big eyes  	['red', 'eyes', 'upward', 'posture', 'but', 'small', 'big', 'eyes']	['red', 'eye', 'upward', 'posture', 'but', 'small', 'big', 'eye']	[('red', 'JJ'), ('eyes', 'NNS'), ('upward', 'JJ'), ('posture', 'NN'), ('but', 'CC'), ('small', 'JJ'), ('big', 'JJ'), ('eyes', 'NNS')]	[('red', 'JJ'), ('eye', 'NN'), ('upward', 'JJ'), ('posture', 'NN'), ('but', 'CC'), ('small', 'JJ'), ('big', 'JJ'), ('eye', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
112	CHI	nice okay so he has no money he's a friendly   'cause he's skinny  	['nice', 'okay', 'so', 'he', 'has', 'no', 'money', 'he', 'is', 'a', 'friendly', 'because', 'he', 'is', 'skinny']	['nice', 'okay', 'so', 'he', 'have', 'no', 'money', 'he', 'be', 'a', 'friendly', 'because', 'he', 'be', 'skinny']	[('nice', 'JJ'), ('okay', 'RB'), ('so', 'RB'), ('he', 'PRP'), ('has', 'VBZ'), ('no', 'DT'), ('money', 'NN'), ('he', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('friendly', 'JJ'), ('because', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('skinny', 'JJ')]	[('nice', 'JJ'), ('okay', 'RB'), ('so', 'RB'), ('he', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('money', 'NN'), ('he', 'PRP'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('because', 'IN'), ('he', 'PRP'), ('be', 'VB'), ('skinny', 'JJ')]	Dyad4-time1-condTD.txt	time1-time1-condTD
113	MOT	red eyes it's got upward posture  	['red', 'eyes', 'it', 'is', 'got', 'upward', 'posture']	['red', 'eye', 'it', 'be', 'got', 'upward', 'posture']	[('red', 'JJ'), ('eyes', 'NNS'), ('it', 'PRP'), ('is', 'VBZ'), ('got', 'JJ'), ('upward', 'JJ'), ('posture', 'NN')]	[('red', 'JJ'), ('eye', 'NN'), ('it', 'PRP'), ('be', 'VB'), ('got', 'VBN'), ('upward', 'JJ'), ('posture', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
114	CHI	green means poor  	['green', 'means', 'poor']	['green', 'mean', 'poor']	[('green', 'JJ'), ('means', 'VBZ'), ('poor', 'JJ')]	[('green', 'JJ'), ('mean', 'NN'), ('poor', 'JJ')]	Dyad4-time1-condTD.txt	time1-time1-condTD
115	MOT	i'm not convinced  	['i', 'am', 'not', 'convinced']	['i', 'be', 'not', 'convinced']	[('i', 'NN'), ('am', 'VBP'), ('not', 'RB'), ('convinced', 'JJ')]	[('i', 'RB'), ('be', 'VB'), ('not', 'RB'), ('convinced', 'JJ')]	Dyad2-time1-condTD.txt	time1-time1-condTD
116	CHI	but he's green does green mean poor  	['but', 'he', 'is', 'green', 'does', 'green', 'mean', 'poor']	['but', 'he', 'be', 'green', 'do', 'green', 'mean', 'poor']	[('but', 'CC'), ('he', 'PRP'), ('is', 'VBZ'), ('green', 'JJ'), ('does', 'VBZ'), ('green', 'JJ'), ('mean', 'VB'), ('poor', 'JJ')]	[('but', 'CC'), ('he', 'PRP'), ('be', 'VB'), ('green', 'JJ'), ('do', 'VB'), ('green', 'JJ'), ('mean', 'VB'), ('poor', 'JJ')]	Dyad4-time1-condTD.txt	time1-time1-condTD
117	MOT	go i'm curious  	['go', 'i', 'am', 'curious']	['go', 'i', 'be', 'curious']	[('go', 'VB'), ('i', 'JJ'), ('am', 'VBP'), ('curious', 'JJ')]	[('go', 'VB'), ('i', 'JJ'), ('be', 'VB'), ('curious', 'JJ')]	Dyad2-time1-condTD.txt	time1-time1-condTD
118	CHI	here we'll figure that out okay so steal  	['here', 'we', 'will', 'figure', 'that', 'out', 'okay', 'so', 'steal']	['here', 'we', 'will', 'figure', 'that', 'out', 'okay', 'so', 'steal']	[('here', 'RB'), ('we', 'PRP'), ('will', 'MD'), ('figure', 'VB'), ('that', 'DT'), ('out', 'RP'), ('okay', 'RB'), ('so', 'RB'), ('steal', 'JJ')]	[('here', 'RB'), ('we', 'PRP'), ('will', 'MD'), ('figure', 'VB'), ('that', 'DT'), ('out', 'RP'), ('okay', 'RB'), ('so', 'RB'), ('steal', 'JJ')]	Dyad4-time1-condTD.txt	time1-time1-condTD
119	MOT	they're friendly eyes  	['they', 'are', 'friendly', 'eyes']	['they', 'be', 'friendly', 'eye']	[('they', 'PRP'), ('are', 'VBP'), ('friendly', 'JJ'), ('eyes', 'NNS')]	[('they', 'PRP'), ('be', 'VB'), ('friendly', 'JJ'), ('eye', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
120	CHI	steal okay so green doesn't mean poor which doesn't help us but we have more points now  	['steal', 'okay', 'so', 'green', 'does', 'not', 'mean', 'poor', 'which', 'does', 'not', 'help', 'us', 'but', 'we', 'have', 'more', 'points', 'now']	['steal', 'okay', 'so', 'green', 'do', 'not', 'mean', 'poor', 'which', 'do', 'not', 'help', 'u', 'but', 'we', 'have', 'more', 'point', 'now']	[('steal', 'JJ'), ('okay', 'NNS'), ('so', 'RB'), ('green', 'JJ'), ('does', 'VBZ'), ('not', 'RB'), ('mean', 'VB'), ('poor', 'JJ'), ('which', 'WDT'), ('does', 'VBZ'), ('not', 'RB'), ('help', 'VB'), ('us', 'PRP'), ('but', 'CC'), ('we', 'PRP'), ('have', 'VBP'), ('more', 'JJR'), ('points', 'NNS'), ('now', 'RB')]	[('steal', 'JJ'), ('okay', 'NNS'), ('so', 'RB'), ('green', 'JJ'), ('do', 'VBP'), ('not', 'RB'), ('mean', 'VB'), ('poor', 'JJ'), ('which', 'WDT'), ('do', 'VBP'), ('not', 'RB'), ('help', 'VB'), ('u', 'RB'), ('but', 'CC'), ('we', 'PRP'), ('have', 'VBP'), ('more', 'RBR'), ('point', 'NN'), ('now', 'RB')]	Dyad4-time1-condTD.txt	time1-time1-condTD
